Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database
1,EMR::SOM::Banaadir::Banaadir General Hospital,2011-01-01,2011-08-15,181.0,4272.0,,4.2,2011-08-15,21,JHU Cholera Database (UID: 20528),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 4272 cases, 181 deaths",JHU
2,EMR::SOM::Banaadir::Banaadir General Hospital,2011-01-01,2011-08-15,,3204.0,,,2011-08-15,21,JHU Cholera Database (UID: 20528),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 3204 cases",JHU
3,EMR::SOM::Banaadir::Banaadir General Hospital,2011-06-01,2011-07-31,,1633.0,,,2011-07-31,21,JHU Cholera Database (UID: 20528),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1633 cases",JHU
4,EMR::SOM::Banaadir,2007-10-01,2007-10-15,,7.0,7.0,,2007-10-15,24,JHU Cholera Database (UID: 3503),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 7 cases",JHU
5,EMR::SOM::Banaadir,2007-11-01,2007-11-30,,78.0,,,2007-11-30,30,JHU Cholera Database (UID: 3515),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 78 cases",JHU
6,EMR::SOM,1970-01-01,1970-12-31,10.0,43.0,,23.3,1970-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 43 cases, 10 deaths",JHU
7,EMR::SOM,1971-01-01,1971-12-31,10.0,89.0,,11.2,1971-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 89 cases, 10 deaths",JHU
8,EMR::SOM,1985-01-01,1985-12-31,1589.0,10199.0,,15.6,1985-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 10199 cases, 1589 deaths",JHU
9,EMR::SOM,1986-01-01,1986-12-31,1945.0,15980.0,,12.2,1986-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 15980 cases, 1945 deaths",JHU
10,EMR::SOM,1994-01-01,1994-12-31,1206.0,28334.0,,4.3,1994-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 28334 cases, 1206 deaths",JHU
11,EMR::SOM,1995-01-01,1995-12-31,191.0,9255.0,,2.1,1995-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 9255 cases, 191 deaths",JHU
12,EMR::SOM,1996-01-01,1996-12-31,464.0,10274.0,,4.5,1996-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 10274 cases, 464 deaths",JHU
13,EMR::SOM,1997-01-01,1997-12-31,252.0,6814.0,,3.7,1997-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 6814 cases, 252 deaths",JHU
14,EMR::SOM,1998-01-01,1998-12-31,196.0,4417.0,,4.4,1998-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 4417 cases, 196 deaths",JHU
15,EMR::SOM,1999-01-01,1999-12-31,693.0,17757.0,,3.9,1999-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 17757 cases, 693 deaths",JHU
16,EMR::SOM,2000-01-01,2000-12-31,563.0,7496.0,,7.5,2000-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 7496 cases, 563 deaths",JHU
17,EMR::SOM,2001-01-01,2001-12-31,93.0,2567.0,,3.6,2001-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2567 cases, 93 deaths",JHU
18,EMR::SOM,2002-01-01,2002-12-31,159.0,2775.0,,5.7,2002-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2775 cases, 159 deaths",JHU
19,EMR::SOM,2003-01-01,2003-12-31,56.0,11020.0,,0.5,2003-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 11020 cases, 56 deaths",JHU
20,EMR::SOM,2004-01-01,2004-12-31,26.0,4490.0,,0.6,2004-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 4490 cases, 26 deaths",JHU
21,EMR::SOM,2007-01-01,2007-12-31,1182.0,41643.0,,2.8,2007-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 41643 cases, 1182 deaths",JHU
22,EMR::SOM,2008-01-01,2008-12-31,16.0,1281.0,,1.2,2008-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1281 cases, 16 deaths",JHU
23,EMR::SOM,2009-01-01,2009-12-31,3.0,208.0,,1.4,2009-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 208 cases, 3 deaths",JHU
24,EMR::SOM,2010-01-01,2010-12-31,103.0,3510.0,,2.9,2010-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 3510 cases, 103 deaths",JHU
25,EMR::SOM,2011-01-01,2011-12-31,1130.0,77636.0,,1.5,2011-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 77636 cases, 1130 deaths",JHU
26,EMR::SOM,2012-01-01,2012-12-31,200.0,22576.0,,0.9,2012-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 22576 cases, 200 deaths",JHU
27,EMR::SOM,2013-01-01,2013-12-31,140.0,6864.0,,2.0,2013-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 6864 cases, 140 deaths",JHU
28,EMR::SOM,2014-01-01,2014-12-31,,2820.0,,,2014-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2820 cases",JHU
29,EMR::SOM,2015-01-01,2015-12-31,84.0,7536.0,,1.1,2015-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 7536 cases, 84 deaths",JHU
30,EMR::SOM,2016-01-01,2016-12-31,548.0,15619.0,,3.5,2016-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 15619 cases, 548 deaths",JHU
31,EMR::SOM,2017-01-01,2017-12-31,1007.0,75414.0,,1.3,2017-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 75414 cases, 1007 deaths",JHU
32,EMR::SOM,2018-01-01,2018-12-31,45.0,6761.0,,0.7,2018-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 6761 cases, 45 deaths",JHU
33,EMR::SOM,2019-01-01,2019-12-31,4.0,3100.0,,0.1,2019-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 3100 cases, 4 deaths",JHU
34,EMR::SOM,2020-01-01,2020-12-31,44.0,6414.0,,0.7,2020-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 6414 cases, 44 deaths",JHU
35,EMR::SOM,2021-01-01,2021-12-31,32.0,4342.0,,0.7,2021-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 4342 cases, 32 deaths",JHU
36,EMR::SOM,2022-01-01,2022-12-31,88.0,15653.0,287.0,0.6,2022-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 15653 cases, 88 deaths",JHU
37,EMR::SOM,2022-01-01,2022-12-31,,7896.0,,,2022-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 7896 cases",JHU
38,EMR::SOM,2022-01-01,2022-12-31,,7757.0,,,2022-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 7757 cases",JHU
39,EMR::SOM,2022-01-01,2022-12-31,,9847.0,,,2022-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 9847 cases",JHU
40,EMR::SOM,2022-01-01,2022-12-31,,5806.0,,,2022-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 5806 cases",JHU
41,EMR::SOM,2023-01-01,2023-12-31,46.0,18304.0,716.0,0.3,2023-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 18304 cases, 46 deaths",JHU
42,EMR::SOM,2023-01-01,2023-12-31,,8845.0,,,2023-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 8845 cases",JHU
43,EMR::SOM,2023-01-01,2023-12-31,,9459.0,,,2023-12-31,33,WHO Annual Cholera Report (UID: 387),1.0,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 9459 cases",JHU
