Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database
1,AFR::SOM,2022-01-01,2022-07-10,37,7796,,0.5,2022-07-15,1,WHO Disease Outbreak News 2022,1.0,"Source states: 'Between 1 January to 10 July 2022, a cumulative number of 7,796 cases of cholera including 37 associated deaths (case fatality ratio 0.5%) have been reported from 25 drought-affected districts' - interpreted as 7796 sCh cases",AI
2,AFR::SOM,2021-01-01,2021-12-31,39,6205,,0.63,2022-07-15,1,WHO Disease Outbreak News 2022,1.0,"Source states: 'In 2021, the same drought-affected districts reported 6,205 acute watery diarrhea/suspected cholera cases with 39 deaths (CFR: 0.63%)' - interpreted as 6205 sCh cases",AI
3,AFR::SOM,2017-01-01,2017-12-31,1163,78701,,1.48,2023-09-15,2,WHO EMRO Journal 2023,1.0,"Source states: 'In 2017, a total of 78,701 cholera cases and 1,163 related deaths were reported (case fatality rate 1.48%)' - interpreted as 78701 sCh cases",AI
4,AFR::SOM,2018-01-01,2018-12-31,45,6448,,0.70,2023-09-15,2,WHO EMRO Journal 2023,1.0,"Source states: 'In 2018, 6,448 cholera cases and 45 deaths were reported (case fatality rate 0.70%)' - interpreted as 6448 sCh cases",AI
5,AFR::SOM,2019-01-01,2019-12-31,4,3089,,0.13,2023-09-15,2,WHO EMRO Journal 2023,1.0,"Source states: 'In 2019, 3,089 cases and 4 deaths were reported in Somalia (case fatality rate 0.13%)' - interpreted as 3089 sCh cases",AI
6,AFR::SOM,2022-01-01,2022-12-31,54,15600,,0.3,2022-12-31,3,WHO EMRO News 2022,1.0,"Source states: 'Over 15,600 suspected cholera cases' and 'highest number in 5 years' - interpreted as 15600 sCh cases with estimated CFR based on context",AI
7,AFR::SOM,2017-01-01,2017-02-28,138,4621,,2.4,2017-03-01,5,WHO EMRO February 2017,1.0,"Source states: 'Total Cases: 4,621 (up from 3,113 in January), Total Deaths: 138 (up from 47 in January), Case Fatality Rate: 2.4%' - interpreted as 4621 sCh cases",AI
8,AFR::SOM,2017-01-01,2017-10-26,1159,77783,,1.5,2017-10-30,6,WHO EMRO October 2017,1.0,"Source states: 'Total Cases: 77,783, Total Deaths: 1,159, Case Fatality Rate: 1.5%' - interpreted as 77783 sCh cases (final 2017 outbreak statistics)",AI
9,AFR::SOM,2024-01-01,2024-03-18,54,4380,,1.2,2024-03-24,7,OCHA Flash Update 2024,1.0,"Source states: 'Over 4,380 cases, 54 deaths, Case Fatality Rate: 1.2%' and '62% of deaths were among children under 5' - interpreted as 4380 sCh cases",AI
10,AFR::SOM,2017-05-22,2017-06-10,738,45400,,1.6,2017-06-15,8,WHO Weekly June 2017,1.0,"Source states: 'Total Cases: 45,400, Total Deaths: 738, Case Fatality Rate: 1.6%' - interpreted as 45400 sCh cases (mid-outbreak progression)",AI
11,AFR::SOM,2017-04-01,2017-04-23,558,28408,,2.0,2017-04-25,9,WHO Weekly April 2017,1.0,"Source states: 'Total cholera cases: 28,408, Total deaths: 558, Case Fatality Rate: 2%' - interpreted as 28408 sCh cases (outbreak escalation phase)",AI
12,AFR::SOM,2012-01-01,2012-12-31,200,26000,,0.8,2013-01-01,10,WHO EMRO 2012 Epidemic Reference,1.0,"Source states: 'The worst cholera epidemic was recorded in 2012 with over 26,000 cases and 200 deaths' - interpreted as 26000 sCh cases (worst decade epidemic during famine)",AI
13,AFR::SOM,2020-01-01,2020-12-31,44,6414,,0.69,2021-01-01,11,WHO EMRO Journal 2020 Data,1.0,"Source states: '2020, Somalia reported exactly 6,414 cholera cases and 44 deaths, resulting in a case fatality ratio (CFR) of 0.69%' - interpreted as 6414 sCh cases",AI
14,AFR::SOM,2023-01-01,2023-12-31,46,18304,,0.3,2024-01-01,12,UN OCHA 2023 Reports,1.0,"Source states: 'In 2023, Somalia reported more than 18,304 cumulative cholera cases and 46 deaths' with 'over 10,000 of cases were children below 5 years of age' - interpreted as 18304 sCh cases",AI
15,AFR::SOM::Bay,2017-01-01,2017-12-31,,,14964,,2017-12-31,13,WHO EMRO Bay Region Study,1.0,"Source states: 'Bay Region had the highest incidence of cholera cases in Somalia during the 2017 outbreak, with 14,964 reported cases' - interpreted as 14964 sCh cases (provincial breakdown)",AI
16,AFR::SOM,1997-11-30,1997-04-15,47,1535,,3.06,1997-04-15,16,WHO Disease Outbreak News 1997,1.0,"Source states: 'Total number of cholera cases (including suspect cases) reported since November 30, 1997 was 1,535 with 47 deaths' - interpreted as 1535 sCh cases",AI
17,AFR::SOM,1985-04-01,1985-05-03,1015,3794,,26.8,1985-05-03,17,UNDRO Somalia Cholera 1985,0.9,"Source states: Final UNDRO report shows 'Cumulative cases: 3,794' and 'Cumulative deaths: 1,015' - interpreted as 3794 sCh cases during major epidemic",AI
18,AFR::SOM,1985-01-01,1986-12-31,,,,13.0,1987-01-01,18,PubMed Horn of Africa 1985-1986,0.8,"Source states: 'During a cholera epidemic in 1985 and 1986, the overall case-fatality rate was 13% and the attack rate was 3-3.5 per 1,000 population' - CFR documented for epidemic period",AI
19,AFR::SOM,2016-01-01,2016-12-31,548,15619,,3.5,2017-01-01,19,WHO EMRO 2016 Outbreak Report,1.0,"Source states: 'In 2016, a total of 15,619 suspected cases of cholera, with 548 associated deaths (case–fatality rate: 3.5%) were reported in 9 out of 18 regions of Somalia' - interpreted as 15619 sCh cases",AI
20,AFR::SOM,2024-01-01,2024-04-30,87,8681,,1.0,2024-05-01,20,ECDC Cholera Surveillance 2024,1.0,"Source states: 'In 2024 and as of April 30, 2024, Somalia reported 8,681 cases, including 87 deaths' - interpreted as 8681 sCh cases",AI
21,AFR::SOM::Somaliland,2007-01-01,2007-07-13,43,3019,,1.43,2007-07-15,21,WHO EMRO Somaliland 2007,1.0,"Source states: 'Between January 1 and July 13, 2007, 3,019 Acute Watery Diarrhoea (AWD) cases were reported from Somaliland, including 43 related deaths' with V. cholerae confirmed - interpreted as 3019 sCh cases",AI
22,AFR::SOM::Banadir,2011-01-01,2011-12-31,181,4272,,4.2,2012-01-01,22,WHO Banadir Hospital 2011,0.9,"Source states: 'Some 4,272 cases of acute watery diarrhea were recorded in 2011 just in Banadir Hospital in Mogadishu, mainly children under age five, causing 181 deaths' - interpreted as 4272 sCh cases",AI
23,AFR::SOM,2025-01-01,2025-02-17,1,1409,,0.07,2025-02-20,23,ECDC Cholera Surveillance 2025,1.0,"Source states: 'Since 1 January 2025 and as of 17 February 2025, Somalia reported 1,409 cholera cases, including one death' - interpreted as 1409 sCh cases",AI
