Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
1,JHU Cholera Database (UID: 21269),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection21269.csv,JHU cholera database entry with 2 observations. Frequency: Weekly. Updated: 2024-02-09,2011-05-16 to 2012-05-25,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
2,JHU Cholera Database (UID: 20382),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection20382.csv,JHU cholera database entry with 59 observations. Frequency: Other (9). Updated: 2024-05-23,2017-01-30 to 2018-03-18,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
3,JHU Cholera Database (UID: 21260),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection21260.csv,JHU cholera database entry with 512 observations. Frequency: Other (8). Updated: 2025-03-17,2011-01-10 to 2013-06-02,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
4,JHU Cholera Database (UID: 3524),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection3524.csv,JHU cholera database entry with 7 observations. Frequency: Other (53). Updated: 2025-03-17,2012-01-01 to 2012-09-18,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
5,JHU Cholera Database (UID: 3523),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection3523.csv,JHU cholera database entry with 6 observations. Frequency: Other (51). Updated: 2025-03-17,2011-01-01 to 2011-10-10,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
6,JHU Cholera Database (UID: 3521),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection3521.csv,JHU cholera database entry with 5 observations. Frequency: Other (42). Updated: 2025-03-17,2009-01-01 to 2009-04-20,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
7,JHU Cholera Database (UID: 21214),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection21214.csv,JHU cholera database entry with 3 observations. Frequency: Other (41). Updated: 2024-02-09,2015-04-01 to 2015-05-18,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
8,JHU Cholera Database (UID: 21513),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection21513.csv,JHU cholera database entry with 13 observations. Frequency: Other (360). Updated: 2025-04-27,2024-01-01 to 2024-12-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
9,JHU Cholera Database (UID: 21381),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection21381.csv,JHU cholera database entry with 45 observations. Frequency: Other (359). Updated: 2025-03-17,2021-01-01 to 2021-12-26,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
10,JHU Cholera Database (UID: 21213),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection21213.csv,JHU cholera database entry with 2 observations. Frequency: Other (34). Updated: 2024-02-09,2015-12-01 to 2016-01-04,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
11,JHU Cholera Database (UID: 21215),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection21215.csv,JHU cholera database entry with 2 observations. Frequency: Other (3). Updated: 2024-02-09,2014-04-27 to 2014-04-30,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
12,JHU Cholera Database (UID: 21216),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection21216.csv,JHU cholera database entry with 1 observations. Frequency: Other (3). Updated: 2024-02-09,2014-05-12 to 2014-05-15,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
13,JHU Cholera Database (UID: 21148),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection21148.csv,JHU cholera database entry with 10 observations. Frequency: Other (298). Updated: 2024-02-09,2020-01-01 to 2020-11-15,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
14,JHU Cholera Database (UID: 20526),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection20526.csv,JHU cholera database entry with 3 observations. Frequency: Other (27). Updated: 2024-04-25,2012-04-09 to 2012-05-06,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
15,JHU Cholera Database (UID: 21476),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection21476.csv,JHU cholera database entry with 47 observations. Frequency: Other (266). Updated: 2024-09-22,2023-01-01 to 2023-12-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
16,JHU Cholera Database (UID: 3525),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection3525.csv,JHU cholera database entry with 1 observations. Frequency: Other (224). Updated: 2024-04-22,2013-01-01 to 2013-08-13,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
17,JHU Cholera Database (UID: 21268),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection21268.csv,JHU cholera database entry with 1 observations. Frequency: Other (22). Updated: 2024-02-09,2012-09-05 to 2012-09-27,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
18,JHU Cholera Database (UID: 3522),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection3522.csv,JHU cholera database entry with 11 observations. Frequency: Other (20). Updated: 2025-03-17,2010-05-02 to 2010-05-29,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
19,JHU Cholera Database (UID: 21274),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection21274.csv,JHU cholera database entry with 1 observations. Frequency: Other (194). Updated: 2024-02-09,2012-01-01 to 2012-07-13,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
20,UNICEF Country Programme Report (UID: 20375),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection20375.csv,JHU cholera database entry with 124 observations. Frequency: Other (18). Updated: 2025-03-17 Source tags: UNICEFcp,2017-01-02 to 2019-06-02,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
21,JHU Cholera Database (UID: 20528),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection20528.csv,JHU cholera database entry with 3 observations. Frequency: Other (170). Updated: 2024-02-09,2011-01-01 to 2011-08-15,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
22,JHU Cholera Database (UID: 21428),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection21428.csv,JHU cholera database entry with 36 observations. Frequency: Other (165). Updated: 2025-01-23,2023-01-01 to 2024-11-24,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
23,WHO AFRO Surveillance Report (UID: 20496),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection20496.csv,JHU cholera database entry with 1 observations. Frequency: Other (145). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2017-05-26,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
24,JHU Cholera Database (UID: 3503),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection3503.csv,JHU cholera database entry with 1 observations. Frequency: Other (14). Updated: 2025-03-17,2007-10-01 to 2007-10-15,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
