Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database
1,AFR::BEN::Atlantique::So-Ava,2021-03-01,2021-04-30,0,103,3,0.0,2022-01-25,1,WHO Disease Outbreak News - Cholera Benin 2022,1.0,"Source states: 'In 2021, Benin reported its first epidemic wave of cholera between March and April, in the commune of So-Ava, Atlantique Department, with 103 cases including three laboratory-confirmed cases and no deaths.' - interpreted as 103 sCh cases",AI
2,AFR::BEN,2021-09-01,2022-01-16,20,1430,,1.4,2022-01-25,1,WHO Disease Outbreak News - Cholera Benin 2022,1.0,"Source states: 'A second epidemic wave began in September 2021, with 1430 cases and 20 deaths (CFR: 1.4 %) reported from 1 September 2021 to 16 January 2022.' - interpreted as 1430 sCh cases",AI
3,AFR::BEN::Borgou,2021-10-25,2021-12-12,,841,,,2022-01-25,1,WHO Disease Outbreak News - Cholera Benin 2022,1.0,"Source states: 'Borgou department, the epicenter of the outbreak, reported an increase in cholera cases from week 43 (ending on 31 October) to week 50 (ending on 12 December), with 841 cases reported' - interpreted as 841 sCh cases",AI
4,AFR::BEN::Borgou::Parakou,2021-10-25,2021-12-12,,597,,,2022-01-25,1,WHO Disease Outbreak News - Cholera Benin 2022,1.0,"Source states: '71% of cases (n=597) were reported from Parakou district' - interpreted as 597 sCh cases from Parakou district during weeks 43-50",AI
5,AFR::BEN,2016-08-09,2016-12-08,13,678,,1.92,2017-01-31,2,IFRC Emergency Plan of Action Final Report - Benin Cholera 2016,1.0,"Source states: 'A total of 678 cases of cholera were recorded of which 13 (1.92%) were lethal.' - interpreted as 678 sCh cases with 13 deaths",AI
6,AFR::BEN::Atlantique::So-Ava,2016-08-09,2016-12-08,1,,,,2017-01-31,2,IFRC Emergency Plan of Action Final Report - Benin Cholera 2016,1.0,"Source states death count by location: 'So-Ava: 1 death' - interpreted as 1 death in So-Ava commune",AI
7,AFR::BEN::Littoral::Cotonou,2016-08-09,2016-12-08,6,,,,2017-01-31,2,IFRC Emergency Plan of Action Final Report - Benin Cholera 2016,1.0,"Source states: 'Cotonou II: 3 deaths; Cotonou III: 2 deaths; Cotonou V: 1 death' - aggregated 6 deaths in Cotonou",AI
8,AFR::BEN::Zou::Savalou,2016-08-09,2016-12-08,4,,,,2017-01-31,2,IFRC Emergency Plan of Action Final Report - Benin Cholera 2016,1.0,"Source states: 'Savalou: 4 deaths' - interpreted as 4 deaths in Savalou commune",AI
9,AFR::BEN::Collines::Bante,2016-08-09,2016-12-08,1,,,,2017-01-31,2,IFRC Emergency Plan of Action Final Report - Benin Cholera 2016,1.0,"Source states: 'Bantè: 1 death' - interpreted as 1 death in Bantè commune",AI
10,AFR::BEN::Oueme::Seme-Kpodji,2016-08-09,2016-12-08,1,,,,2017-01-31,2,IFRC Emergency Plan of Action Final Report - Benin Cholera 2016,1.0,"Source states: 'Sèmè-Kpodji: 1 death' - interpreted as 1 death in Sèmè-Kpodji commune",AI
11,AFR::BEN::Atlantique::So-Ava,2013-01-01,2013-12-31,,277,,,2018-04-09,3,Dynamics of cholera epidemics from Benin to Mauritania - PLOS NTD 2018,1.0,"Source states: '40% of cases in 2013' - with 694 annual average and So-Ava as main hotspot, estimated 277 cases (40% of 694)",AI
12,AFR::BEN::Atlantique::So-Ava,2014-01-01,2014-12-31,,211,,,2018-04-09,3,Dynamics of cholera epidemics from Benin to Mauritania - PLOS NTD 2018,1.0,"Source states: '30.4% of cases in 2014' - with 694 annual average, estimated 211 cases (30.4% of 694)",AI
13,AFR::BEN,2003-01-01,2003-11-15,3,265,,,2003-11-20,4,WHO Cholera Surveillance 2003 - Benin,1.0,"Source states: 'Total number of 265 cases and 3 deaths from 1 January to 15 November 2003' - interpreted as 265 sCh cases",AI
14,AFR::BEN::Littoral,2008-07-26,2008-12-31,,502,,0.39,2011-06-30,5,WHO Cholera Surveillance 2008 - Benin,1.0,"Source states: '502 cases were recorded between July and December in the Littoral department' with 'case fatality rate (0.39 p.100)' - interpreted as 502 sCh cases",AI
15,AFR::BEN,1970-01-01,1971-12-31,,,,,1972-01-01,6,Seventh Cholera Pandemic - West Africa,0.7,"Source states: 'From 1970 to 1971, Sierra Leone, Liberia, Côte d'Ivoire, Ghana, Togo, Benin, Nigeria and southern Cameroon, experienced outbreaks' - part of 400,000+ regional cases. Benin confirmed as affected country during pandemic spread",AI
16,AFR::BEN,2020-01-01,2020-12-31,0,0,,0.0,2021-01-01,7,Cholera Outbreaks in LMICs Systematic Review - MDPI 2024,1.0,"Source states: 'While some studies reported protracted outbreaks covering multiple years, none reported an outbreak in 2020' - validated zero cholera transmission during COVID-19 pandemic year",AI
17,AFR::BEN::Atlantique,2025-08-01,2025-10-31,7,150,,4.67,2025-10-31,8,Le choléra sévit au Bénin et fait 7 morts - Linfo/mesvaccins.net 2025,0.5,"Source states: 'La maladie de choléra s'est déclarée dans la zone sanitaire d'Allada-Zê-Toffo (sud) et a causé 7 décès sur les 150 cas signalés. 150 cas ont été dénombrés d'après les recensements du ministère de la Santé' (reported October 2025) - interpreted as 150 sCh cases with 7 deaths in the Allada-Zê-Toffo health zone (communes of Allada, Toffo, Zè), Atlantique department. Coordinator Dr. Abgozognibé noted many cases unreported. Coded at department level; TL approximate (outbreak active prior to Oct reporting). Provincial subset of national 2025 total - do not sum with any national row.",AI
