Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database
1,AFR::BEN::Mono,2012-10-23,2012-11-30,,65,,,2012-11-30,8,JHU Cholera Database (UID: 815),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 65 cases",JHU
2,AFR::BEN,2013-10-03,2013-11-17,6,204,204,2.9,2013-11-17,15,JHU Cholera Database (UID: 800),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 204 cases, 6 deaths",JHU
3,AFR::BEN::Littoral,2013-08-01,2014-06-30,4,196,196,2.0,2014-06-30,15,JHU Cholera Database (UID: 800),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 196 cases, 4 deaths",JHU
4,AFR::BEN,2013-08-01,2014-06-30,6,592,,1.0,2014-06-30,15,JHU Cholera Database (UID: 800),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 592 cases, 6 deaths",JHU
5,AFR::BEN::Atlantique,2014-01-01,2014-03-05,,83,,,2014-03-05,15,JHU Cholera Database (UID: 800),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 83 cases",JHU
6,AFR::BEN::Atlantique,2013-08-01,2013-10-02,,202,202,,2013-10-02,15,JHU Cholera Database (UID: 800),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 202 cases",JHU
7,AFR::BEN::Donga::Djougou,2020-03-02,2020-03-08,0,0,,,2020-03-08,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
8,AFR::BEN::Atakora::Boukoumbe,2019-12-30,2020-01-05,0,0,,,2020-01-05,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
9,AFR::BEN::Atakora::Boukoumbe,2020-01-06,2020-01-12,0,0,,,2020-01-12,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
10,AFR::BEN::Atakora::Boukoumbe,2020-01-13,2020-01-19,0,0,,,2020-01-19,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
11,AFR::BEN::Atakora::Boukoumbe,2020-01-20,2020-01-26,0,0,,,2020-01-26,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
12,AFR::BEN::Atakora::Boukoumbe,2020-01-27,2020-02-02,0,0,,,2020-02-02,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
13,AFR::BEN::Atakora::Boukoumbe,2020-02-03,2020-02-09,0,0,,,2020-02-09,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
14,AFR::BEN::Atakora::Boukoumbe,2020-02-10,2020-02-16,0,0,,,2020-02-16,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
15,AFR::BEN::Atakora::Boukoumbe,2020-02-17,2020-02-23,0,0,,,2020-02-23,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
16,AFR::BEN::Atakora::Boukoumbe,2020-02-24,2020-03-01,0,0,,,2020-03-01,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
17,AFR::BEN::Atakora::Boukoumbe,2020-03-02,2020-03-08,0,0,,,2020-03-08,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
18,AFR::BEN::Atakora::Boukoumbe,2020-03-09,2020-03-15,0,0,,,2020-03-15,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
19,AFR::BEN::Atakora::Boukoumbe,2020-03-16,2020-03-22,0,0,,,2020-03-22,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
20,AFR::BEN::Atakora::Boukoumbe,2020-03-23,2020-03-29,0,0,,,2020-03-29,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
21,AFR::BEN::Atakora::Boukoumbe,2020-03-30,2020-04-05,0,0,,,2020-04-05,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
22,AFR::BEN::Atakora::Boukoumbe,2020-04-06,2020-04-12,0,0,,,2020-04-12,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
23,AFR::BEN::Atakora::Boukoumbe,2020-04-13,2020-04-19,0,0,,,2020-04-19,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
24,AFR::BEN::Atakora::Boukoumbe,2020-04-20,2020-04-26,0,0,,,2020-04-26,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
25,AFR::BEN::Atakora::Boukoumbe,2020-04-27,2020-05-03,0,0,,,2020-05-03,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
26,AFR::BEN::Atakora::Boukoumbe,2020-05-04,2020-05-10,0,0,,,2020-05-10,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
27,AFR::BEN::Atakora::Boukoumbe,2020-05-11,2020-05-17,0,0,,,2020-05-17,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
28,AFR::BEN::Atakora::Boukoumbe,2020-05-18,2020-05-24,0,0,,,2020-05-24,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
29,AFR::BEN::Atakora::Boukoumbe,2020-05-25,2020-05-31,0,0,,,2020-05-31,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
30,AFR::BEN::Atakora::Boukoumbe,2020-06-01,2020-06-07,0,0,,,2020-06-07,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
31,AFR::BEN::Atakora::Boukoumbe,2020-06-08,2020-06-14,0,0,,,2020-06-14,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
32,AFR::BEN::Atakora::Boukoumbe,2020-06-15,2020-06-21,0,0,,,2020-06-21,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
33,AFR::BEN::Atakora::Boukoumbe,2020-06-22,2020-06-28,0,0,,,2020-06-28,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
34,AFR::BEN::Atakora::Boukoumbe,2020-06-29,2020-07-05,0,0,,,2020-07-05,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
35,AFR::BEN::Atakora::Boukoumbe,2020-07-06,2020-07-12,0,0,,,2020-07-12,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
36,AFR::BEN::Atakora::Boukoumbe,2020-07-13,2020-07-19,0,0,,,2020-07-19,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
37,AFR::BEN::Atakora::Boukoumbe,2020-07-20,2020-07-26,0,0,,,2020-07-26,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
38,AFR::BEN::Atakora::Boukoumbe,2020-07-27,2020-08-02,0,0,,,2020-08-02,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
39,AFR::BEN::Atakora::Boukoumbe,2020-08-03,2020-08-09,0,0,,,2020-08-09,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
40,AFR::BEN::Atakora::Boukoumbe,2020-08-10,2020-08-16,0,0,,,2020-08-16,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
41,AFR::BEN::Atakora::Boukoumbe,2020-08-17,2020-08-23,0,0,,,2020-08-23,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
42,AFR::BEN::Atakora::Boukoumbe,2020-08-24,2020-08-30,0,0,,,2020-08-30,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
43,AFR::BEN::Atakora::Cobly,2019-12-30,2020-01-05,0,0,,,2020-01-05,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
44,AFR::BEN::Atakora::Cobly,2020-01-06,2020-01-12,0,0,,,2020-01-12,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
45,AFR::BEN::Atakora::Cobly,2020-01-13,2020-01-19,0,0,,,2020-01-19,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
46,AFR::BEN::Atakora::Cobly,2020-01-20,2020-01-26,0,0,,,2020-01-26,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
47,AFR::BEN::Atakora::Cobly,2020-01-27,2020-02-02,0,0,,,2020-02-02,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
48,AFR::BEN::Atakora::Cobly,2020-02-03,2020-02-09,0,1,,0.0,2020-02-09,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases, 0 deaths",JHU
49,AFR::BEN::Atakora::Cobly,2020-02-10,2020-02-16,0,0,,,2020-02-16,2,JHU Cholera Database (UID: 21195),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
