Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database
1,AFR::CIV,2012-01-01,2012-03-15,34,1321,,2.6,2012-03-15,4,JHU Cholera Database (UID: 901),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1321 cases, 34 deaths",JHU
2,AFR::CIV,2012-05-01,2012-06-22,,200,,,2012-06-22,4,JHU Cholera Database (UID: 901),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 200 cases",JHU
3,AFR::CIV::CI-01::Agneby-Tiassa::Tiassale::Assinze,2012-08-03,2012-08-08,2,15,,13.3,2012-08-08,4,JHU Cholera Database (UID: 901),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 15 cases, 2 deaths",JHU
4,AFR::CIV,2011-01-21,2011-06-22,15,577,,2.6,2011-06-22,2,JHU Cholera Database (UID: 900),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 577 cases, 15 deaths",JHU
5,AFR::CIV::CI-01::Abidjan::Koumassi,2011-06-12,2011-06-19,,10,,,2011-06-19,2,JHU Cholera Database (UID: 900),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 10 cases",JHU
6,AFR::CIV,2006-01-01,2006-08-28,2,321,,0.6,2006-08-28,3,JHU Cholera Database (UID: 902),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 321 cases, 2 deaths",JHU
7,AFR::CIV::CI-01::Abidjan,2006-07-01,2011-07-31,2,26,,7.7,2011-07-31,3,JHU Cholera Database (UID: 902),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 26 cases, 2 deaths",JHU
8,AFR::CIV::CI-01::Abidjan,2006-08-01,2006-08-28,2,14,,14.3,2006-08-28,3,JHU Cholera Database (UID: 902),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 14 cases, 2 deaths",JHU
9,AFR::CIV,2019-12-30,2020-01-05,,0,,,2020-01-05,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
10,AFR::CIV,2020-01-06,2020-01-12,,0,,,2020-01-12,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
11,AFR::CIV,2020-01-13,2020-01-19,,0,,,2020-01-19,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
12,AFR::CIV,2020-01-20,2020-01-26,,0,,,2020-01-26,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
13,AFR::CIV,2020-01-27,2020-02-02,,0,,,2020-02-02,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
14,AFR::CIV,2020-02-03,2020-02-09,,0,,,2020-02-09,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
15,AFR::CIV,2020-02-10,2020-02-16,,0,,,2020-02-16,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
16,AFR::CIV,2020-02-17,2020-02-23,,0,,,2020-02-23,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
17,AFR::CIV,2019-12-30,2020-02-23,0,0,,,2020-02-23,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
18,AFR::CIV,2018-12-31,2019-03-31,0,3,,0.0,2019-03-31,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 3 cases, 0 deaths",JHU
19,AFR::CIV,2018-12-31,2019-01-06,,0,,,2019-01-06,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
20,AFR::CIV,2019-01-07,2019-01-13,,0,,,2019-01-13,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
21,AFR::CIV,2019-01-14,2019-01-20,,0,,,2019-01-20,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
22,AFR::CIV,2019-01-21,2019-01-27,,1,,,2019-01-27,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases",JHU
23,AFR::CIV,2019-01-28,2019-02-03,,1,,,2019-02-03,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases",JHU
24,AFR::CIV,2019-02-04,2019-02-10,,0,,,2019-02-10,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
25,AFR::CIV,2019-02-11,2019-02-17,,0,,,2019-02-17,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
26,AFR::CIV,2019-02-18,2019-02-24,,1,,,2019-02-24,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases",JHU
27,AFR::CIV,2019-02-25,2019-03-03,,0,,,2019-03-03,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
28,AFR::CIV,2019-03-04,2019-03-10,,0,,,2019-03-10,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
29,AFR::CIV,2019-03-11,2019-03-17,,0,,,2019-03-17,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
30,AFR::CIV,2019-03-18,2019-03-24,,0,,,2019-03-24,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
31,AFR::CIV,2019-03-25,2019-03-31,,0,,,2019-03-31,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
32,AFR::CIV,2019-04-01,2019-04-07,,0,,,2019-04-07,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
33,AFR::CIV,2019-04-08,2019-04-14,,0,,,2019-04-14,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
34,AFR::CIV,2019-04-15,2019-04-21,,0,,,2019-04-21,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
35,AFR::CIV,2019-04-22,2019-04-28,,0,,,2019-04-28,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
36,AFR::CIV,2019-04-29,2019-05-05,,0,,,2019-05-05,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
37,AFR::CIV,2019-05-06,2019-05-12,,0,,,2019-05-12,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
38,AFR::CIV,2019-05-13,2019-05-19,,0,,,2019-05-19,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
39,AFR::CIV,2019-05-20,2019-05-26,,1,,,2019-05-26,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases",JHU
40,AFR::CIV,2019-05-27,2019-06-02,,0,,,2019-06-02,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
41,AFR::CIV,2019-06-03,2019-06-09,,0,,,2019-06-09,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
42,AFR::CIV,2019-06-10,2019-06-16,,0,,,2019-06-16,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
43,AFR::CIV,2019-06-17,2019-06-23,,0,,,2019-06-23,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
44,AFR::CIV,2019-06-24,2019-06-30,,0,,,2019-06-30,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
45,AFR::CIV,2019-07-01,2019-07-07,,0,,,2019-07-07,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
46,AFR::CIV,2019-07-08,2019-07-14,,0,,,2019-07-14,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
47,AFR::CIV,2019-07-15,2019-07-21,,0,,,2019-07-21,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
48,AFR::CIV,2019-07-22,2019-07-28,,0,,,2019-07-28,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
49,AFR::CIV,2019-07-29,2019-08-04,,0,,,2019-08-04,5,UNICEF Country Programme Report (UID: 5108),0.9,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU
