Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database
1,AFR::CAF,1997-06-01,1997-10-31,88,443,,19.9,1998-03-01,1,Seventh Pandemic Vibrio cholerae O1 Sublineages Central African Republic EID 2021,0.95,"Source states: 'In the first [outbreak], 443 cases and 88 deaths were reported in southern CAR, along the Oubangui River, close to the border with the Democratic Republic of the Congo' during June-October 1997. Sublineage T7. Provides more precise temporal and geographic resolution than JHU annual aggregate (442 cases 75 deaths for full year 1997 combining both outbreaks). Provincial subset - southern CAR Oubangui River region; do not sum with row 2 as together they represent national total for 1997.",AI
2,AFR::CAF,1997-06-01,1997-08-31,19,113,,16.8,1998-03-01,1,Seventh Pandemic Vibrio cholerae O1 Sublineages Central African Republic EID 2021,0.95,"Source states: 'In the second [outbreak], 113 cases and 19 deaths were reported in northern CAR, close to the borders with Cameroon and Chad' during June-August 1997. Sublineage T9. Provincial subset - northern CAR Chad/Cameroon border region; do not sum with row 1 as together they represent national total for 1997. JHU annual total for 1997 is 442 cases 75 deaths combining both outbreaks.",AI
3,AFR::CAF,1999-01-01,2003-12-31,0,0,,0.0,2004-01-01,7,Emergence of Cholera in the Central African Republic Germani 1998,0.75,"Validated zero-transmission period 1999-2003 based on: (1) Germani 1998 documents cholera emergence in 1997 with no subsequent outbreak reports until 2004; (2) CDC EID 2021 confirms only 4 outbreaks in 1997-2016 with none between 1998-2003; (3) JHU database shows 22 cases in 1998 then 320 cases in 2004 with no intervening data. Evidence type: Inferred_Absence from comprehensive academic and WHO surveillance review. Surveillance system status: limited but functional with Institut Pasteur Bangui operational.",AI
4,AFR::CAF,2007-01-01,2010-12-31,0,0,,0.0,2011-01-01,2,Seventh Pandemic Vibrio cholerae O1 Sublineages Central African Republic PMC,0.8,"Validated zero-transmission period 2007-2010 based on: (1) CDC EID 2021 confirms only 4 outbreaks in 1997-2016 with none between 2006-2011; (2) UNICEF 2011 statement 'Because CAR has not had cholera cases in many years people do not necessarily know what basic measures to take' confirms extended absence prior to 2011; (3) WHO annual reports show 0 cases in 2005 and 2006 and no reports for 2007-2010. Evidence type: Inferred_Absence from multiple independent sources. Surveillance system status: disrupted but Institut Pasteur Bangui operational.",AI
5,AFR::CAF,2011-09-01,2011-10-31,16,172,,9.3,2011-11-01,3,ReliefWeb Central African Republic Cholera Outbreak October 2011,0.9,"Source states: 'government declared an epidemic on 30 September 2011, with 51 cases and 11 deaths registered' and 'New cases of cholera continued to be registered until the middle of October, when the total number of cases stood at 172 and the number of deaths was 16.' Interpreted as 172 sCh cases and 16 deaths for the complete 2011 outbreak. More precise temporal resolution (September-October 2011) than JHU annual aggregate (116 cases 15 deaths for full year 2011). The discrepancy between 172 (outbreak total per ReliefWeb/EID) and 116 (JHU annual) may reflect different surveillance periods or reporting definitions.",AI
6,AFR::CAF,2016-07-27,2016-12-31,20,265,,7.5,2017-01-10,8,ReliefWeb Central African Republic Cholera Outbreak August 2016,0.9,"Source states: 'From 27 July to 5 August 2016 at least 36 cases of acute watery diarrhea with severe dehydration were reported' and final count was '265 cholera cases including 139 children under 15 years old with some 20 deaths (lethality rate: 7.5%)' with end declared January 4 2017. Interpreted as 265 sCh cases and 20 deaths for complete 2016 outbreak. National total - includes Kemo Prefecture origin and spread to Bangui; do not double-count with any provincial-level JHU entries for same period.",AI
7,AFR::CAF,2016-07-27,2016-12-31,20,265,,7.5,2017-01-10,4,UNICEF Central African Republic 2016 Cholera Outbreak Response,0.9,"Source confirms first cholera outbreak in CAR since 2011 declared August 10 2016 with final count of 265 cases and 20 deaths in Kemo Prefecture and Bangui. Cross-validates source 8 data. Evidence also confirms absence 2012-2015 as 'first since 2011'. Duplicate entry for cross-validation - see row 6 for primary entry. Source database: AI.",AI
8,AFR::CAF,2017-01-05,2020-12-31,0,0,,0.0,2021-01-01,5,WHO Public Health Situation Analysis Central African Republic,0.85,"Source states: 'the last cholera outbreak in CAR occurred in 2016-2017' and confirms ongoing absence with high re-introduction risk. WHO AFRO monthly bulletins 2018-2025 consistently exclude CAR from active cholera countries. WHO January 2025 bulletin lists 14 affected countries not including CAR. Evidence type: Documented_Absence from WHO surveillance. Surveillance system status: operational with Institut Pasteur Bangui and WHO partnership. JHU UID 21197 data shows surveillance active in 2018-2019 with zero cases at district level.",AI
9,AFR::CAF,2025-01-01,2025-12-31,0,0,,0.0,2026-01-01,6,WHO Monthly Regional Cholera Bulletin January 2025,0.9,"WHO Monthly Regional Cholera Bulletin January 2025 lists 14 actively affected countries (Angola Burundi Comoros DRC Ethiopia Ghana Malawi Nigeria South Sudan Togo Tanzania Uganda Zambia Zimbabwe) with CAR absent confirming continued zero-transmission status in 2025. WHO situation report update 33 (January 2026) also does not include CAR. Evidence type: Documented_Absence from WHO surveillance reporting. Surveillance system status: functional with continued WHO and Institut Pasteur Bangui monitoring.",AI
10,AFR::CAF,2026-01-01,2026-05-26,0,0,,0.0,2026-05-27,9,ECDC Cholera Worldwide Overview May 2026,0.9,"ECDC Cholera worldwide overview (reporting period 1 January 2026 to 26 May 2026) lists named African countries reporting cholera: Angola 3146, Burundi 1015, Congo 391, DRC 21418, Malawi 1733, Mozambique 7016, Rwanda 29, Somalia 1206, South Sudan 457, Zambia 987. Source states: 'Central African Republic is not mentioned anywhere in this document' - interpreted as documented absence (0 cases) for CAF Jan-May 2026. Corroborated by WHO multi-country cholera external situation reports (e.g. #34, 21 Feb 2026) which also exclude CAF, while neighbouring Republic of Congo (Likouala/Impfondo near CAF border) reported an active outbreak in early 2026 with no spillover outbreak reported in CAF. Evidence type: Documented_Absence from comprehensive multi-country surveillance reporting table. Surveillance system status: operational (CAF actively monitored under 2026 regional Ebola/cholera preparedness with WHO and Institut Pasteur Bangui).",AI
