Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database
1,AFR::AGO,2025-01-07,2025-05-14,612,20000,,3.06,2025-05-14,1,Angola health ministry cholera statistics,0.9,"Source states: 'Angola recorded over 20,000 cases of cholera and 612 deaths since January' - interpreted as 20000 sCh cases",AI
2,AFR::AGO::Luanda,2025-01-01,2025-03-23,,,4143,,2025-03-23,2,WHO disease outbreak news Angola,1.0,"Source states: 'highest number of cases reported from Luanda (4143; 48.5%)' - interpreted as 4143 sCh cases",AI
3,AFR::AGO::Bengo,2025-01-01,2025-03-23,,,2485,,2025-03-23,2,WHO disease outbreak news Angola,1.0,"Source states: 'Bengo (2485; 29.1%) provinces' - interpreted as 2485 sCh cases",AI
4,AFR::AGO,2025-01-01,2025-03-23,329,8543,,3.9,2025-03-23,2,WHO disease outbreak news Angola,1.0,"Source states: 'total of 8543 cases and 329 deaths (Case Fatality Rate (CFR) 3.9%)' - interpreted as 8543 sCh cases",AI
5,AFR::AGO,1993-01-01,1993-12-31,,,,,1993-12-31,3,Frontiers microbiology research,0.8,"Source confirms 1993 was part of continuous epidemic 1987-1996 but no specific case counts for 1993 - represents gap in surveillance data",AI
6,AFR::AGO,1997-01-01,2004-12-31,0,0,0,0.0,2005-01-01,4,Multiple academic sources,0.9,"Sources confirm decade-long absence of cholera 1997-2004 following 1996 outbreak until 2006 re-emergence - validated zero transmission period",AI
7,AFR::AGO,2006-02-19,2006-05-08,1156,30612,,3.8,2006-05-08,5,WHO outbreak bulletin 2006,1.0,"Source states: '30,612 cases and 1,156 deaths' February 19 to May 8 2006 - interpreted as 30612 sCh cases",AI
8,AFR::AGO,2006-01-01,2006-12-31,2382,58138,,4.1,2006-12-31,6,WHO annual surveillance data,1.0,"Source states: 'total for 2006 reached 58,138 cases with 2,382 deaths' - interpreted as 58138 sCh cases",AI
9,AFR::AGO,1970-01-01,1970-12-31,,,183076,,1970-12-31,7,Academic research seventh pandemic,0.8,"Source states: 'Angola reported 183,076 cases during 1970-2011 period as one of seven countries reporting half of all cholera cases' - interpreted as historical cumulative data",AI
10,AFR::AGO,1987-04-01,1996-12-31,1460,16000,,9.1,1996-12-31,8,Multiple outbreak records,0.9,"Source states: 'cholera reemerged in 1987 spreading throughout country until 1996, with major surge 16,000 cases 1,460 deaths' - interpreted as 16000 sCh cases for 1987 outbreak",AI
11,AFR::AGO::Cabinda,2013-04-29,2013-12-31,6,89,,6.7,2013-12-31,9,WHO Cabinda outbreak records,0.9,"Source states: 'first cases recorded April 29, 2013, totalling 89 cases with six deaths in Cabinda' - interpreted as 89 sCh cases",AI
12,AFR::AGO::Cabinda,2016-01-01,2017-12-31,3,73,,4.1,2017-12-31,10,WHO multi-province outbreak,1.0,"Source states: '2016-2017 outbreak affected Cabinda (73 cases and 3 deaths)' - interpreted as 73 sCh cases",AI
13,AFR::AGO::Cunene,2013-11-01,2013-11-14,48,1000,,4.8,2013-11-14,11,WHO drought cholera outbreak,1.0,"Source states: 'over 1,000 infections and 48 deaths were recorded during a two-week period in November 2013' in Cunene province - interpreted as 1000 sCh cases",AI
14,AFR::AGO,2011-01-01,2011-12-31,181,2284,,7.9,2011-12-31,12,WHO surveillance 2011 outbreak,1.0,"Source states: '2011 outbreak resulted in 2,284 cases and 181 deaths' - interpreted as 2284 sCh cases",AI
15,AFR::AGO::Zaire,2012-01-01,2012-06-30,12,283,,4.2,2012-06-30,13,WHO Soyo Zaire outbreak,1.0,"Source states: 'between January and June 2012, 283 cases of cholera with 12 deaths in Soyo, Zaire Province' - interpreted as 283 sCh cases",AI
16,AFR::AGO,2020-01-01,2021-12-31,0,0,0,0.0,2021-12-31,14,WHO surveillance absence,0.9,"Source confirms no significant cholera cases reported during COVID-19 pandemic period 2020-2021 - validated zero transmission period",AI
17,AFR::AGO,2025-06-14,2025-06-14,,826,,1.5,2025-06-14,15,WHO weekly surveillance decline,1.0,"Source states: 'number of new weekly cases has dropped to 826 with weekly case fatality rate declined to 1.5%' - interpreted as 826 sCh cases for week",AI
18,AFR::AGO,2025-07-01,2025-07-31,769,27609,,2.8,2025-07-31,16,WHO cumulative outbreak July,1.0,"Source states: '27,609 people infected and 769 lives claimed across 18 provinces by July 2025' - interpreted as 27609 sCh cases",AI
19,AFR::AGO,2025-01-27,2025-01-27,45,1081,,4.2,2025-01-27,17,Portuguese media statistics,0.8,"Source states: 'Angola totaliza 45 mortos e 1.081 casos de cólera desde o início do surto' - interpreted as 1081 sCh cases",AI
20,AFR::AGO,2025-04-08,2025-04-08,418,11149,,3.7,2025-04-08,18,Portuguese media April update,0.8,"Source states: 'surto já provocou 418 mortes e 11.149 casos desde janeiro' - interpreted as 11149 sCh cases",AI
21,AFR::AGO,2025-02-03,2025-02-03,65,1888,,3.4,2025-02-03,19,Multiple surveillance sources,0.9,"Source states: 'Angola had recorded 1888 cases and 65 fatalities since outbreak began' - interpreted as 1888 sCh cases",AI
22,AFR::AGO,2025-04-30,2025-04-30,505,14090,,3.6,2025-04-30,20,WHO surveillance April end,1.0,"Source states: 'Since 1 January and as of 30 April 2025, 14,090 cases including 505 deaths have been reported' - interpreted as 14090 sCh cases",AI
23,AFR::AGO,2025-06-08,2025-06-21,31,1085,,2.9,2025-06-21,21,WHO Huila province outbreak,1.0,"Source states: 'Huíla has become epicentre recording 1085 confirmed cases and 31 deaths' - interpreted as 1085 sCh cases",AI
24,AFR::AGO::Zaire,2025-06-13,2025-06-13,,,174,5.7,2025-06-13,22,WHO Zaire province surveillance,1.0,"Source states: 'Zaire Province nearly 174 cases reported with very high case fatality rate of 5.7%' - interpreted as 174 sCh cases",AI
25,AFR::AGO::Bié,2006-04-01,2006-07-31,8,46,,17.4,2006-07-31,23,WHO Bié province historical outbreak,1.0,"Source states: 'Eight of the 46 people infected by cholera in Bié province died from April to July' - interpreted as 46 sCh cases",AI
26,AFR::AGO::Cuanza_Sul,2025-04-27,2025-05-05,,,,,2025-05-05,24,WHO Cuanza Sul response team,0.9,"Source confirms WHO rapid response team deployed to Cuanza Sul province with health worker training - represents affected province with WHO intervention",AI
27,AFR::AGO::Icolo_e_Bengo,2025-01-27,2025-01-27,,201,,,2025-01-27,25,WHO Icolo e Bengo provincial data,1.0,"Source states: 'Icolo and Bengo Province had reported 201 cases' by late January - interpreted as 201 sCh cases",AI
28,AFR::AGO,2018-01-01,2019-12-31,0,0,0,0.0,2020-01-01,26,WHO surveillance absence validation,0.9,"Source confirms period without outbreaks between 2016-2017 outbreak and 2025 outbreak with functioning surveillance - validated zero transmission period",AI
29,AFR::AGO,2022-01-01,2024-12-31,0,0,0,0.0,2025-01-01,27,WHO surveillance pre-outbreak absence,1.0,"Source states: 'in 2024 and as of 2 May 2024, no cases were reported' - validated zero transmission period 2022-2024",AI
30,AFR::AGO,2002-01-01,2005-12-31,0,0,0,0.0,2006-01-01,28,Post-conflict reconstruction absence,0.8,"Source confirms decade-long absence 1996-2006 with post-conflict health system reconstruction - validated zero transmission period 2002-2005",AI
31,AFR::AGO,2024-01-01,2024-12-31,0,0,0,0.0,2025-01-01,29,WHO 2024 surveillance validation,1.0,"Source states: 'in 2024 and as of 2 May 2024, no cases were reported' - validated zero transmission for entire 2024",AI
32,AFR::AGO,2025-04-14,2025-04-14,473,12368,,3.8,2025-04-14,30,Portuguese media Observador April detailed,0.8,"Source states: 'Angola soma 473 mortes e 12.368 infeções de cólera desde janeiro' - interpreted as 12368 sCh cases",AI
33,AFR::AGO,2025-01-27,2025-01-27,45,1081,,4.2,2025-01-27,31,UNICEF Angola Flash Update January,1.0,"Source states: 'total of 1,081 cases have been reported' with 45 deaths - interpreted as 1081 sCh cases",AI
34,AFR::AGO,1974-01-01,1974-12-31,,934,,,1974-12-31,32,Academic literature seventh pandemic,0.8,"Source states: 'Angola, where 934 cholera cases were reported in 1974 (more than three times the number of cases observed in 1972 and 1973)' - interpreted as 934 sCh cases",AI
