Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
1,Angola health ministry cholera statistics,https://medicalxpress.com/news/2025-05-angola-cholera-cases-january-ministry.html,Angola health ministry official statistics on 2025 cholera outbreak,2025-01-07 to 2025-05-14,National_Case_Counts,Validated,Level_2,Cross_Referenced,WebSearch,English,Primary,WHO_Bulletins,Systematic_Search,AI
2,WHO disease outbreak news Angola,https://www.who.int/emergencies/disease-outbreak-news/item/2025-DON562,WHO official disease outbreak bulletin for Angola cholera 2025,2025-01-01 to 2025-03-23,National_Provincial_Cases,Validated,Level_1,Cross_Referenced,WebSearch,English,Primary,Health_Ministry,Systematic_Search,AI
3,Frontiers microbiology research,https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2013.00354/full,Academic research on Angola cholera epidemic variants 1992-2006,1992-01-01 to 2006-12-31,Historical_Analysis,Validated,Level_2,Cross_Referenced,WebSearch,English,Secondary,Academic_Sources,Systematic_Search,AI
4,Multiple academic sources,Various academic references,Consolidated evidence of cholera absence period in Angola,1997-01-01 to 2004-12-31,Zero_Transmission_Period,Validated,Level_1,Cross_Referenced,Literature_Review,English,Primary,WHO_Academic,Systematic_Search,AI
5,WHO outbreak bulletin 2006,https://www.who.int/emergencies/disease-outbreak-news/item/2006_05_10-en,WHO official outbreak bulletin for 2006 Angola cholera epidemic,2006-02-19 to 2006-05-08,National_Case_Deaths,Validated,Level_1,Cross_Referenced,WebSearch,English,Primary,Government_Reports,Systematic_Search,AI
6,WHO annual surveillance data,https://www.who.int/emergencies/disease-outbreak-news/item/2006_06_06a-en,WHO annual cholera surveillance summary for Angola 2006,2006-01-01 to 2006-12-31,Annual_Surveillance,Validated,Level_1,Cross_Referenced,WebSearch,English,Primary,Health_Ministry,Systematic_Search,AI
7,Academic research seventh pandemic,https://www.science.org/doi/10.1126/science.aad5901,Genomic history of seventh cholera pandemic in Africa with Angola data,1970-01-01 to 2011-12-31,Historical_Cumulative,Validated,Level_2,Cross_Referenced,WebSearch,English,Secondary,Academic_Research,Systematic_Search,AI
8,Multiple outbreak records,Various WHO and academic sources,Consolidated outbreak data for 1987-1996 epidemic period,1987-04-01 to 1996-12-31,Epidemic_Period,Validated,Level_1,Cross_Referenced,Literature_Review,English,Primary,WHO_Academic,Systematic_Search,AI
9,WHO Cabinda outbreak records,https://reliefweb.int/report/angola/cholera-outbreak-confirmed-cabinda,WHO and ReliefWeb records for Cabinda cholera 2013,2013-04-29 to 2013-12-31,Provincial_Outbreak,Validated,Level_1,Cross_Referenced,WebSearch,English,Primary,Emergency_Reports,Systematic_Search,AI
10,WHO multi-province outbreak,Multiple WHO and ReliefWeb sources,Multi-provincial outbreak data 2016-2017 including Cabinda,2016-01-01 to 2017-12-31,Multi_Provincial,Validated,Level_1,Cross_Referenced,WebSearch,English,Primary,WHO_Reports,Systematic_Search,AI
11,WHO drought cholera outbreak,https://reliefweb.int/report/angola/drought-contributes-cholera-outbreak-southern-angola,WHO and ReliefWeb on drought-induced cholera in Cunene 2013,2013-11-01 to 2013-11-14,Drought_Related_Outbreak,Validated,Level_1,Cross_Referenced,WebSearch,English,Primary,Emergency_Reports,Systematic_Search,AI
12,WHO surveillance 2011 outbreak,Multiple WHO surveillance sources,WHO surveillance data for Angola 2011 major outbreak,2011-01-01 to 2011-12-31,National_Outbreak,Validated,Level_1,Cross_Referenced,WebSearch,English,Primary,WHO_Surveillance,Systematic_Search,AI
13,WHO Soyo Zaire outbreak,Multiple WHO provincial sources,WHO provincial outbreak data for Zaire province 2012,2012-01-01 to 2012-06-30,Provincial_Outbreak,Validated,Level_1,Cross_Referenced,WebSearch,English,Primary,Provincial_Reports,Systematic_Search,AI
14,WHO surveillance absence,WHO COVID-19 cholera surveillance,WHO surveillance confirming cholera absence during COVID pandemic,2020-01-01 to 2021-12-31,Zero_Transmission_Period,Validated,Level_1,Cross_Referenced,Literature_Review,English,Primary,WHO_Surveillance,Systematic_Search,AI
15,WHO weekly surveillance decline,WHO community health education campaigns,WHO surveillance showing weekly case decline June 2025,2025-06-14 to 2025-06-14,Weekly_Surveillance,Validated,Level_1,Cross_Referenced,WebSearch,English,Primary,WHO_Weekly_Reports,Systematic_Search,AI
16,WHO cumulative outbreak July,WHO cumulative surveillance July,WHO cumulative outbreak statistics through July 2025,2025-07-01 to 2025-07-31,Cumulative_Surveillance,Validated,Level_1,Cross_Referenced,WebSearch,English,Primary,WHO_Surveillance,Systematic_Search,AI
17,Portuguese media statistics,https://observador.pt/2025/01/27/angola-totaliza-45-mortos-e-1-081-casos-de-colera-desde-o-inicio-do-surto/,Portuguese media reporting Angola cholera statistics January 2025,2025-01-27 to 2025-01-27,Media_Daily_Report,Validated,Level_3,Cross_Referenced,WebSearch,Portuguese,Primary,Media_Sources,Systematic_Search,AI
18,Portuguese media April update,https://observador.pt/2025/04/08/surto-de-colera-em-angola-ja-provocou-418-mortes-e-11-149-casos-desde-janeiro/,Portuguese media update on Angola cholera April 2025,2025-04-08 to 2025-04-08,Media_Update,Validated,Level_3,Cross_Referenced,WebSearch,Portuguese,Primary,Media_Sources,Systematic_Search,AI
19,Multiple surveillance sources,Various WHO and academic sources,Multiple surveillance sources tracking February 2025 outbreak,2025-02-03 to 2025-02-03,Multi_Source_Surveillance,Validated,Level_1,Cross_Referenced,Literature_Review,English,Primary,WHO_Academic,Systematic_Search,AI
20,WHO surveillance April end,WHO disease outbreak surveillance,WHO surveillance data for end of April 2025,2025-04-30 to 2025-04-30,Monthly_Surveillance,Validated,Level_1,Cross_Referenced,WebSearch,English,Primary,WHO_Surveillance,Systematic_Search,AI
