Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
1,JHU Cholera Database (UID: 5012),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection5012.csv,JHU cholera database entry with 1 observations. Frequency: Weekly. Updated: 2024-02-09,2017-03-12 to 2017-03-18,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
2,JHU Cholera Database (UID: 20613),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection20613.csv,JHU cholera database entry with 1 observations. Frequency: Other (91). Updated: 2024-02-09,2009-10-01 to 2009-12-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
3,JHU Cholera Database (UID: 829),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection829.csv,JHU cholera database entry with 1 observations. Frequency: Other (9). Updated: 2024-02-09,2013-04-29 to 2013-05-08,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
4,WHO AFRO Surveillance Report (UID: 20997),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection20997.csv,JHU cholera database entry with 7 observations. Frequency: Other (89). Updated: 2024-02-09 Source tags: WHOafro,2017-12-21 to 2018-07-29,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
5,WHO AFRO Surveillance Report (UID: 20466),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection20466.csv,JHU cholera database entry with 1 observations. Frequency: Other (86). Updated: 2024-02-09 Source tags: WHOafro,2017-01-04 to 2017-03-31,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
6,UNICEF Country Programme Report (UID: 5014),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection5014.csv,JHU cholera database entry with 301 observations. Frequency: Other (86). Updated: 2024-05-14 Source tags: UNICEFcp,2017-01-01 to 2023-04-28,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
7,WHO AFRO Surveillance Report (UID: 20840),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection20840.csv,JHU cholera database entry with 4 observations. Frequency: Other (79). Updated: 2024-02-09 Source tags: WHOafro,2017-12-21 to 2018-03-25,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
8,JHU Cholera Database (UID: 12040),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection12040.csv,JHU cholera database entry with 1 observations. Frequency: Other (78). Updated: 2024-02-09,2006-02-19 to 2006-05-08,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
9,JHU Cholera Database (UID: 828),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection828.csv,JHU cholera database entry with 1 observations. Frequency: Other (7). Updated: 2024-02-09,2013-01-10 to 2013-01-17,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
10,WHO AFRO Surveillance Report (UID: 20858),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection20858.csv,JHU cholera database entry with 2 observations. Frequency: Other (57). Updated: 2024-02-09 Source tags: WHOafro,2017-12-21 to 2018-04-01,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
11,JHU Cholera Database (UID: 15008),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection15008.csv,JHU cholera database entry with 3 observations. Frequency: Other (55). Updated: 2024-02-09,1991-12-29 to 1992-03-21,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
12,WHO AFRO Surveillance Report (UID: 20850),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection20850.csv,JHU cholera database entry with 2 observations. Frequency: Other (50). Updated: 2024-02-09 Source tags: WHOafro,2017-12-21 to 2018-04-01,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
13,JHU Cholera Database (UID: 20522),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection20522.csv,JHU cholera database entry with 1 observations. Frequency: Other (44). Updated: 2024-02-09,2012-09-01 to 2012-10-15,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
14,WHO AFRO Surveillance Report (UID: 20912),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection20912.csv,JHU cholera database entry with 12 observations. Frequency: Other (43). Updated: 2024-02-09 Source tags: WHOafro,2017-12-21 to 2018-07-02,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
15,WHO AFRO Surveillance Report (UID: 20756),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection20756.csv,JHU cholera database entry with 5 observations. Frequency: Other (355). Updated: 2024-02-09 Source tags: WHOafro,2016-12-13 to 2017-12-03,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
16,JHU Cholera Database (UID: 10283),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection10283.csv,JHU cholera database entry with 1 observations. Frequency: Other (321). Updated: 2024-02-09,2006-02-13 to 2006-12-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
17,WHO AFRO Surveillance Report (UID: 20866),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection20866.csv,JHU cholera database entry with 5 observations. Frequency: Other (32). Updated: 2024-02-09 Source tags: WHOafro,2017-12-21 to 2018-04-08,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
