Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database
1,AFR::SSD,2016-01-01,2017-03-10,137.0,5574.0,,2.5,2017-03-10,39,WHO AFRO Surveillance Report (UID: 20448),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 5574 cases, 137 deaths",JHU
2,AFR::SSD::Eastern Lakes::Yirol East,2017-02-20,2017-02-26,,13.0,,,2017-02-26,39,WHO AFRO Surveillance Report (UID: 20448),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 13 cases",JHU
3,AFR::SSD::Central Upper Nile::Malakal,2017-02-20,2017-02-26,,2.0,,,2017-02-26,39,WHO AFRO Surveillance Report (UID: 20448),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2 cases",JHU
4,AFR::SSD,2017-01-01,2017-04-09,171.0,6147.0,,2.8,2017-04-09,7,WHO AFRO Surveillance Report (UID: 20474),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 6147 cases, 171 deaths",JHU
5,AFR::SSD::Kapoeta::Kapoeta South::Kapoeta Town,2016-06-12,2017-06-02,7.0,529.0,,1.3,2017-06-02,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 529 cases, 7 deaths",JHU
6,AFR::SSD::Tonj::Tonj East,2016-06-12,2017-06-02,23.0,543.0,,4.2,2017-06-02,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 543 cases, 23 deaths",JHU
7,AFR::SSD,2016-06-13,2016-06-19,0.0,0.0,,,2016-06-19,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
8,AFR::SSD,2016-06-27,2016-07-03,0.0,2.0,,0.0,2016-07-03,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2 cases, 0 deaths",JHU
9,AFR::SSD,2016-07-04,2016-07-10,3.0,13.0,,23.1,2016-07-10,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 13 cases, 3 deaths",JHU
10,AFR::SSD,2016-07-11,2016-07-17,11.0,52.0,,21.2,2016-07-17,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 52 cases, 11 deaths",JHU
11,AFR::SSD,2016-07-18,2016-07-24,3.0,190.0,,1.6,2016-07-24,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 190 cases, 3 deaths",JHU
12,AFR::SSD,2016-07-25,2016-07-31,6.0,318.0,,1.9,2016-07-31,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 318 cases, 6 deaths",JHU
13,AFR::SSD,2016-08-01,2016-08-07,3.0,323.0,,0.9,2016-08-07,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 323 cases, 3 deaths",JHU
14,AFR::SSD,2016-08-08,2016-08-14,2.0,231.0,,0.9,2016-08-14,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 231 cases, 2 deaths",JHU
15,AFR::SSD,2016-08-15,2016-08-21,5.0,204.0,,2.5,2016-08-21,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 204 cases, 5 deaths",JHU
16,AFR::SSD,2016-08-22,2016-08-28,3.0,188.0,,1.6,2016-08-28,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 188 cases, 3 deaths",JHU
17,AFR::SSD,2016-08-29,2016-09-04,5.0,212.0,,2.4,2016-09-04,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 212 cases, 5 deaths",JHU
18,AFR::SSD,2016-09-05,2016-09-11,5.0,144.0,,3.5,2016-09-11,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 144 cases, 5 deaths",JHU
19,AFR::SSD,2016-09-12,2016-09-18,2.0,234.0,,0.9,2016-09-18,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 234 cases, 2 deaths",JHU
20,AFR::SSD,2016-09-19,2016-09-25,5.0,142.0,,3.5,2016-09-25,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 142 cases, 5 deaths",JHU
21,AFR::SSD,2016-09-26,2016-10-02,3.0,128.0,,2.3,2016-10-02,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 128 cases, 3 deaths",JHU
22,AFR::SSD,2016-10-03,2016-10-09,3.0,62.0,,4.8,2016-10-09,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 62 cases, 3 deaths",JHU
23,AFR::SSD,2016-10-10,2016-10-16,5.0,144.0,,3.5,2016-10-16,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 144 cases, 5 deaths",JHU
24,AFR::SSD,2016-10-17,2016-10-23,3.0,130.0,,2.3,2016-10-23,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 130 cases, 3 deaths",JHU
25,AFR::SSD,2016-10-24,2016-10-30,5.0,128.0,,3.9,2016-10-30,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 128 cases, 5 deaths",JHU
26,AFR::SSD,2016-10-31,2016-11-06,3.0,160.0,,1.9,2016-11-06,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 160 cases, 3 deaths",JHU
27,AFR::SSD,2016-11-07,2016-11-13,3.0,119.0,,2.5,2016-11-13,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 119 cases, 3 deaths",JHU
28,AFR::SSD,2016-11-14,2016-11-20,3.0,146.0,,2.1,2016-11-20,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 146 cases, 3 deaths",JHU
29,AFR::SSD,2016-11-21,2016-11-27,1.0,157.0,,0.6,2016-11-27,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 157 cases, 1 deaths",JHU
30,AFR::SSD,2016-11-28,2016-12-04,3.0,166.0,,1.8,2016-12-04,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 166 cases, 3 deaths",JHU
31,AFR::SSD,2016-12-05,2016-12-11,4.0,153.0,,2.6,2016-12-11,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 153 cases, 4 deaths",JHU
32,AFR::SSD,2016-12-12,2016-12-18,3.0,171.0,,1.8,2016-12-18,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 171 cases, 3 deaths",JHU
33,AFR::SSD,2016-12-19,2016-12-25,5.0,128.0,,3.9,2016-12-25,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 128 cases, 5 deaths",JHU
34,AFR::SSD,2016-12-26,2017-01-01,2.0,123.0,,1.6,2017-01-01,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 123 cases, 2 deaths",JHU
35,AFR::SSD,2017-01-02,2017-01-08,1.0,165.0,,0.6,2017-01-08,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 165 cases, 1 deaths",JHU
36,AFR::SSD,2017-01-09,2017-01-15,3.0,82.0,,3.7,2017-01-15,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 82 cases, 3 deaths",JHU
37,AFR::SSD,2017-01-16,2017-01-22,4.0,81.0,,4.9,2017-01-22,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 81 cases, 4 deaths",JHU
38,AFR::SSD,2017-01-23,2017-01-29,11.0,123.0,,8.9,2017-01-29,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 123 cases, 11 deaths",JHU
39,AFR::SSD,2017-01-30,2017-02-05,8.0,166.0,,4.8,2017-02-05,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 166 cases, 8 deaths",JHU
40,AFR::SSD,2017-02-06,2017-02-12,17.0,228.0,,7.5,2017-02-12,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 228 cases, 17 deaths",JHU
41,AFR::SSD,2017-02-13,2017-02-19,0.0,120.0,,0.0,2017-02-19,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 120 cases, 0 deaths",JHU
42,AFR::SSD,2017-02-20,2017-02-26,11.0,161.0,,6.8,2017-02-26,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 161 cases, 11 deaths",JHU
43,AFR::SSD,2017-02-27,2017-03-05,7.0,116.0,,6.0,2017-03-05,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 116 cases, 7 deaths",JHU
44,AFR::SSD,2017-03-06,2017-03-12,3.0,92.0,,3.3,2017-03-12,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 92 cases, 3 deaths",JHU
45,AFR::SSD,2017-03-13,2017-03-19,17.0,65.0,,26.2,2017-03-19,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 65 cases, 17 deaths",JHU
46,AFR::SSD,2017-03-20,2017-03-26,3.0,65.0,,4.6,2017-03-26,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 65 cases, 3 deaths",JHU
47,AFR::SSD,2017-03-27,2017-04-02,62.0,391.0,,15.9,2017-04-02,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 391 cases, 62 deaths",JHU
48,AFR::SSD,2017-04-03,2017-04-09,8.0,193.0,,4.1,2017-04-09,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 193 cases, 8 deaths",JHU
49,AFR::SSD,2017-04-10,2017-04-16,9.0,288.0,,3.1,2017-04-16,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 288 cases, 9 deaths",JHU
50,AFR::SSD,2017-04-17,2017-04-23,3.0,263.0,,1.1,2017-04-23,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 263 cases, 3 deaths",JHU
51,AFR::SSD,2017-04-24,2017-04-30,9.0,413.0,,2.2,2017-04-30,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 413 cases, 9 deaths",JHU
52,AFR::SSD,2017-05-01,2017-05-07,5.0,204.0,,2.5,2017-05-07,27,WHO AFRO Surveillance Report (UID: 20500),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 204 cases, 5 deaths",JHU
53,AFR::SSD,2017-06-17,2017-06-23,17.0,506.0,,3.4,2017-06-23,10,WHO AFRO Surveillance Report (UID: 20515),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 506 cases, 17 deaths",JHU
54,AFR::SSD,2017-02-20,2017-06-23,176.0,10832.0,,1.6,2017-06-23,10,WHO AFRO Surveillance Report (UID: 20515),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 10832 cases, 176 deaths",JHU
55,AFR::SSD::(Jubek##Juba|Kapoeta##Budi),2017-11-06,2017-11-12,,66.0,,,2017-11-12,25,WHO AFRO Surveillance Report (UID: 20728),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 66 cases",JHU
56,AFR::SSD,2016-06-18,2017-11-12,461.0,21530.0,,2.1,2017-11-12,25,WHO AFRO Surveillance Report (UID: 20728),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 21530 cases, 461 deaths",JHU
57,AFR::SSD,2016-06-18,2017-11-15,461.0,21439.0,1585.0,2.2,2017-11-15,25,WHO AFRO Surveillance Report (UID: 20728),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 21439 cases, 461 deaths",JHU
58,AFR::SSD,2017-10-30,2017-11-05,0.0,20.0,,0.0,2017-11-05,25,WHO AFRO Surveillance Report (UID: 20728),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 20 cases, 0 deaths",JHU
59,AFR::SSD,2017-03-27,2017-03-29,,19.0,,,2017-03-29,48,WHO AFRO Surveillance Report (UID: 20462),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 19 cases",JHU
60,AFR::SSD::Fangak::Ayod,2017-03-19,2017-03-29,,27.0,,,2017-03-29,48,WHO AFRO Surveillance Report (UID: 20462),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 27 cases",JHU
61,AFR::SSD,2016-06-12,2017-03-29,144.0,5856.0,,2.5,2017-03-29,48,WHO AFRO Surveillance Report (UID: 20462),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 5856 cases, 144 deaths",JHU
