Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
1,JHU Cholera Database (UID: 57),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/South Sudan/ObservationCollection57.csv,JHU cholera database entry with 23 observations. Frequency: Weekly. Updated: 2024-02-09,2007-01-01 to 2007-06-10,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
2,JHU Cholera Database (UID: 11391),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/South Sudan/ObservationCollection11391.csv,JHU cholera database entry with 23 observations. Frequency: Weekly. Updated: 2024-02-09,2007-01-01 to 2007-06-10,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
3,JHU Cholera Database (UID: 20479),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/South Sudan/ObservationCollection20479.csv,JHU cholera database entry with 3 observations. Frequency: Weekly. Updated: 2024-02-09,2010-05-09 to 2010-05-15,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
4,WHO AFRO Surveillance Report (UID: 20508),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/South Sudan/ObservationCollection20508.csv,JHU cholera database entry with 2 observations. Frequency: Weekly. Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2017-06-16,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
5,UNICEF Country Programme Report (UID: 21446),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/South Sudan/ObservationCollection21446.csv,"JHU cholera database entry with 39 observations. Frequency: Weekly. Updated: 2024-05-15 Source tags: Unified
UNICEFcp",2017-06-26 to 2019-05-12,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
6,WHO AFRO Surveillance Report (UID: 20494),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/South Sudan/ObservationCollection20494.csv,JHU cholera database entry with 5 observations. Frequency: Other (99). Updated: 2025-03-17 Source tags: WHOafro,2016-06-12 to 2017-05-26,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
7,WHO AFRO Surveillance Report (UID: 20474),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/South Sudan/ObservationCollection20474.csv,JHU cholera database entry with 1 observations. Frequency: Other (98). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2017-04-09,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
8,WHO AFRO Surveillance Report (UID: 20755),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/South Sudan/ObservationCollection20755.csv,JHU cholera database entry with 2 observations. Frequency: Other (86). Updated: 2024-02-09 Source tags: WHOafro,2017-06-18 to 2017-12-03,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
9,WHO AFRO Surveillance Report (UID: 20487),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/South Sudan/ObservationCollection20487.csv,JHU cholera database entry with 4 observations. Frequency: Other (83). Updated: 2025-03-17 Source tags: WHOafro,2016-06-12 to 2017-05-05,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
10,WHO AFRO Surveillance Report (UID: 20515),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/South Sudan/ObservationCollection20515.csv,JHU cholera database entry with 2 observations. Frequency: Other (64). Updated: 2024-02-09 Source tags: WHOafro,2017-02-20 to 2017-06-23,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
