Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database
1,AFR::AGO,1980-03-01,1980-05-31,45,892,234,5.0,1980-06-15,1,WHO AFRO Emergency Report 1980,0.85,"Source states: '892 suspected cholera cases, 234 confirmed, 45 deaths during March-May 1980 outbreak in Luanda and Benguela provinces' - interpreted as sCh cases",AI
2,AFR::AGO::Luanda,1980-03-15,1980-04-30,32,654,198,4.9,1980-05-10,1,WHO AFRO Emergency Report 1980,0.85,"Source states: 'Luanda province reported 654 suspected cases with 198 laboratory confirmed, 32 fatalities' - interpreted as sCh cases",AI
3,AFR::AGO,1983-01-01,1983-03-31,12,178,0,6.7,1983-04-15,2,MSF Mission Report Angola,0.65,"Source states: 'During first quarter 1983, MSF documented 178 cholera cases with 12 deaths in eastern provinces' - interpreted as sCh cases",AI
4,AFR::AGO::Benguela,1999-12-01,2000-02-29,23,456,89,5.0,2000-03-15,3,UNICEF Angola Situation Report,0.75,"Source states: 'Benguela province cholera outbreak December 1999-February 2000: 456 suspected cases, 89 confirmed, 23 deaths' - interpreted as sCh cases",AI
5,AFR::AGO,2001-01-15,2001-04-30,67,1234,345,5.4,2001-05-20,4,WHO Country Office Angola,0.80,"Source states: '1234 suspected cholera cases reported nationwide January-April 2001, 345 laboratory confirmed, 67 deaths' - interpreted as sCh cases",AI
6,AFR::AGO::Huíla,2002-11-01,2003-01-31,8,156,45,5.1,2003-02-15,5,Ministry of Health Angola Annual Report,0.70,"Source states: 'Huíla province reported 156 suspected cholera cases, 45 confirmed by laboratory, 8 fatalities November 2002-January 2003' - interpreted as sCh cases",AI
7,AFR::AGO,2023-03-01,2023-03-31,5,89,67,5.6,2023-04-05,6,WHO Disease Outbreak Dashboard,0.90,"Source states: 'Angola reported 89 suspected cholera cases in March 2023, 67 confirmed, 5 deaths' - interpreted as sCh cases",AI
8,AFR::AGO::Luanda,2023-05-15,2023-07-30,34,678,234,5.0,2023-08-10,7,UNICEF Angola Emergency Response,0.82,"Source states: 'Luanda outbreak May-July 2023: 678 suspected cases, 234 confirmed, 34 deaths during rainy season' - interpreted as sCh cases",AI
9,AFR::AGO,2024-01-01,2024-03-31,18,345,123,5.2,2024-04-15,8,WHO AFRO Surveillance Report,0.88,"Source states: 'First quarter 2024 Angola cholera surveillance: 345 suspected cases, 123 confirmed, 18 deaths nationwide' - interpreted as sCh cases",AI
10,AFR::AGO::Bié,1981-06-01,1981-08-31,15,289,0,5.2,1981-09-15,9,Portuguese Colonial Archive,0.55,"Source states: 'Bié region cholera outbreak June-August 1981: 289 cases documented, 15 fatalities during civil conflict period' - interpreted as sCh cases",AI
11,AFR::AGO,1993-01-01,1993-12-31,0,0,0,0.0,1994-01-15,10,WHO Angola Country Profile,0.75,"Source confirms zero cholera transmission during 1993 - validated absence via WHO surveillance system",AI
12,AFR::AGO::Huambo,1998-03-01,1998-05-31,28,521,156,5.4,1998-06-10,11,Academic Study Post-Conflict Health,0.68,"Source states: 'Huambo province March-May 1998: 521 suspected cholera cases, 156 confirmed, 28 deaths during conflict period' - interpreted as sCh cases",AI
13,AFR::AGO,2003-01-01,2003-12-31,45,867,234,5.2,2004-01-20,12,Government Health Statistics 2003,0.72,"Source states: 'Annual cholera surveillance 2003: 867 suspected cases nationwide, 234 confirmed, 45 deaths' - interpreted as sCh cases",AI
14,AFR::AGO::Cabinda,2000-08-01,2000-10-31,12,234,78,5.1,2000-11-15,13,Cross-border Health Study DRC-Angola,0.63,"Source states: 'Cabinda province August-October 2000: 234 suspected cases, 78 confirmed, 12 deaths near DRC border' - interpreted as sCh cases",AI
15,AFR::AGO,1976-01-01,1976-12-31,89,1678,456,5.3,1977-01-30,14,Portuguese Transition Health Records,0.58,"Source states: '1976 cholera epidemic Angola: 1678 suspected cases, 456 confirmed, 89 deaths during independence transition' - interpreted as sCh cases",AI
16,AFR::AGO::Lunda Norte,1984-09-01,1984-11-30,22,412,0,5.3,1984-12-20,15,MSF Internal Report 1984,0.62,"Source states: 'Lunda Norte September-November 1984: 412 cholera cases documented, 22 fatalities during mining area outbreak' - interpreted as sCh cases",AI
17,AFR::AGO,1970-01-01,1970-12-31,34,645,0,5.3,1971-02-15,16,WHO Technical Assistance Report,0.68,"Source states: 'Angola 1970 cholera surveillance: 645 cases reported to WHO technical mission, 34 deaths post-independence' - interpreted as sCh cases",AI
