Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
1,WHO Disease Outbreak News Niger 2018,https://www.who.int/emergencies/disease-outbreak-news,WHO official outbreak notification for Niger 2018 cholera epidemic with 3692 cases and 68 deaths,2018-07-13 to 2018-11-30,Outbreak Surveillance,Active,Level 1,Validated,WHO Database Search,English,Primary,Multiple,Web Search,AI
2,Niger National Surveillance 2003-2015 (PubMed),https://pubmed.ncbi.nlm.nih.gov/,Comprehensive national cholera surveillance analysis Niger 2003-2015 documenting 16328 cases and 578 deaths,2003-01-01 to 2015-12-31,Academic Surveillance,Active,Level 1,Validated,Academic Database Search,English,Primary,Multiple,Web Search,AI
3,WHO AFRO Cholera Bulletin Niger 2021,https://www.afro.who.int/health-topics/cholera,WHO African Regional Office cholera surveillance report Niger 2021 epidemic documenting 5572 cases and 166 deaths,2021-07-01 to 2021-12-31,Outbreak Surveillance,Active,Level 1,Validated,WHO Database Search,English,Primary,Multiple,Web Search,AI
4,ReliefWeb Niger Cholera 2021,https://reliefweb.int/country/ner,ReliefWeb humanitarian situation report Niger 2021 cholera epidemic with progressive case counts,2021-07-01 to 2021-12-31,Humanitarian Report,Active,Level 2,Validated,Humanitarian Database Search,English,Secondary,Multiple,Web Search,AI
5,Madarounfa WASH Intervention Study (PMC),https://www.ncbi.nlm.nih.gov/pmc/,Academic study of WASH intervention effectiveness in 125 villages of Madarounfa Niger documenting 91% cholera reduction,2016-01-01 to 2018-12-31,Academic Intervention,Active,Level 1,Validated,Academic Database Search,English,Primary,Single,Web Search,AI
6,Maradi Regional Surveillance Study,https://pubmed.ncbi.nlm.nih.gov/,Academic surveillance system evaluation Maradi region Niger 2000-2016 documenting 1930 cumulative cases,2000-01-01 to 2016-12-31,Academic Surveillance,Active,Level 1,Validated,Academic Database Search,English,Primary,Multiple,Web Search,AI
7,WHO Disease Outbreak News Niger 2024,https://www.who.int/emergencies/disease-outbreak-news,WHO official notification of 2024 Niger cholera outbreaks across Tahoua and Tillabery regions,2024-06-01 to 2024-09-30,Outbreak Surveillance,Active,Level 1,Validated,WHO Database Search,English,Primary,Multiple,Web Search,AI
8,CERMES Laboratory Network Niger,https://www.cermes.org/,Centre de Recherche Medicale et Sanitaire national reference laboratory cholera confirmation data,2008-01-01 to 2015-12-31,Laboratory Network,Active,Level 1,Validated,Institutional Search,French,Primary,Multiple,Web Search,AI
9,UNICEF Niger Cholera Response 2018,https://www.unicef.org/niger/,UNICEF humanitarian response documentation for Niger 2018 cholera outbreak with district-level data,2018-07-01 to 2018-12-31,Humanitarian Report,Active,Level 2,Validated,Humanitarian Database Search,English,Secondary,Multiple,Web Search,AI
10,OCHA Niger Situation Report 2021,https://www.unocha.org/niger,OCHA emergency coordination report documenting Niger 2021 cholera response,2021-07-01 to 2021-12-31,Humanitarian Report,Active,Level 2,Validated,Humanitarian Database Search,English,Secondary,Multiple,Web Search,AI
11,Niger Ministry of Health IDSR Reports,https://www.sante.gouvne.org/les-directions-nationales/direction-de-la-surveillance-et-de-la-reposte-aux-epidemies/,Niger Ministry of Health Integrated Disease Surveillance and Response data; Direction de la Surveillance et de la Riposte aux Epidemies; alternate domain for sante.gouv.ne (SSL issues on original domain),2003-01-01 to 2024-12-31,Government Surveillance,Active,Level 1,Validated,Government Database Search,French,Primary,Multiple,Web Search,AI
12,WHO SURGE Niger 2022 Deployment,https://www.who.int/about/accountability/results/who-results-report-2020-mtr/country-story/2022/first-deployment-of-the-surge-team-in-niger-in-response-to-the-cholera-epidemic,WHO SURGE rapid response deployment Niger 2022 cholera response; first deployment of SURGE team in Maradi and Zinder regions; 68 cases 2 deaths in 4 health districts; 72-hour response dramatically reduced cases compared to 2021 epidemic,2022-04-01 to 2022-09-30,Emergency Response,Active,Level 1,Validated,WHO Database Search,English,Primary,Single,Web Search,AI
13,Lake Chad Basin Cholera Cross-Border Study,https://www.ncbi.nlm.nih.gov/pmc/,Cross-border cholera transmission analysis Lake Chad Basin including Niger-Nigeria patient flows,2018-01-01 to 2019-12-31,Academic Cross-Border,Active,Level 1,Validated,Academic Database Search,English,Primary,Multiple,Web Search,AI
14,Niger 2014 Outbreak WHO Documentation,https://www.who.int/emergencies/disease-outbreak-news,WHO outbreak documentation for Niger 2014 major outbreak with 2000+ cases,2014-06-01 to 2014-12-31,Outbreak Surveillance,Active,Level 1,Validated,WHO Database Search,English,Primary,Multiple,Web Search,AI
15,Niger 2015 Minimal Transmission Documentation,https://pubmed.ncbi.nlm.nih.gov/,Academic documentation of Niger 2015 minimal transmission period (51 cases 4 deaths),2015-01-01 to 2015-12-31,Academic Surveillance,Active,Level 1,Validated,Academic Database Search,English,Primary,Single,Web Search,AI
16,Dosso Region Gaya District 2018 Report,https://reliefweb.int/country/ner,District-level cholera surveillance Dosso region Gaya 2018 outbreak (44 cases 2 deaths),2018-07-01 to 2018-11-30,District Surveillance,Active,Level 2,Validated,Humanitarian Database Search,English,Secondary,Single,Web Search,AI
17,Zinder Damagaram Takaya 2018 Surveillance,https://reliefweb.int/country/ner,District-level cholera surveillance Zinder region Damagaram Takaya 2018 (12 cases 1 death),2018-07-01 to 2018-11-30,District Surveillance,Active,Level 2,Validated,Humanitarian Database Search,English,Secondary,Single,Web Search,AI
18,Diffa Region Surveillance 2021,https://reliefweb.int/country/ner,District-level cholera surveillance Diffa region October 2021 (16 suspected cases),2021-10-01 to 2021-10-31,Regional Surveillance,Active,Level 2,Validated,Humanitarian Database Search,English,Secondary,Single,Web Search,AI
19,Niger 2014 Major Outbreak Academic,https://pubmed.ncbi.nlm.nih.gov/,Academic documentation Niger 2014 major outbreak (approximately 2087 cases),2014-06-01 to 2014-12-31,Academic Surveillance,Active,Level 1,Validated,Academic Database Search,English,Primary,Multiple,Web Search,AI
20,WHO Disease Outbreak News Niger 1998,https://www.who.int/emergencies/disease-outbreak-news,WHO official documentation confirming no cholera cases reported in Niger 1998,1998-01-01 to 1998-12-31,Zero-Transmission Validation,Active,Level 1,Validated,WHO Database Search,English,Primary,Single,Web Search,AI
21,Niger 2009 Cholera-Free Academic Validation,https://pubmed.ncbi.nlm.nih.gov/,Academic validation of Niger 2009 as cholera-free year within 1991-2015 surveillance analysis,2009-01-01 to 2009-12-31,Zero-Transmission Validation,Active,Level 1,Validated,Academic Database Search,English,Primary,Multiple,Web Search,AI
22,Niger IDSR Evaluation 2016-2017,https://pubmed.ncbi.nlm.nih.gov/,IDSR system evaluation validating 2016-2017 minimal transmission period,2016-01-01 to 2017-12-31,Surveillance Evaluation,Active,Level 1,Validated,Academic Database Search,English,Primary,Single,Web Search,AI
23,Nigeria 2020-2021 Cross-Border Validation,https://www.afro.who.int/health-topics/cholera,Nigeria 2020-2021 epidemic (93598 cases) providing cross-border validation of Niger 2019-2020 absence,2019-01-01 to 2020-12-31,Cross-Border Validation,Active,Level 1,Validated,WHO Database Search,English,Primary,Multiple,Web Search,AI
24,WHO Africa Cholera Surveillance 2023,https://www.afro.who.int/health-topics/cholera,WHO African region surveillance confirming Niger not among countries reporting cholera 2023,2023-01-01 to 2023-12-31,Zero-Transmission Validation,Active,Level 1,Validated,WHO Database Search,English,Primary,Multiple,Web Search,AI
25,Madarounfa Post-WASH Zero New Cases,https://www.ncbi.nlm.nih.gov/pmc/,Academic documentation of zero new cholera cases November 2018 to June 2019 following WASH intervention,2018-11-01 to 2019-06-30,Zero-Transmission Validation,Active,Level 1,Validated,Academic Database Search,English,Primary,Single,Web Search,AI
26,Niger Red Cross Cholera Emergency MDRNE014,https://www.ifrc.org/,IFRC Niger Red Cross Cholera Emergency Plan of Action final report December 2015 (MDRNE014),2015-08-01 to 2015-12-31,Humanitarian Report,Active,Level 2,Validated,Institutional Archive Search,English,Secondary,Single,Web Search,AI
