Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
1,UNICEF Country Programme Report (UID: 5105),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Chad/ObservationCollection5105.csv,JHU cholera database entry with 4645 observations. Frequency: Weekly. Updated: 2024-02-09 Source tags: UNICEFcp,2013-12-30 to 2022-01-01,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
2,JHU Cholera Database (UID: 20417),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Chad/ObservationCollection20417.csv,JHU cholera database entry with 1 observations. Frequency: Other (82). Updated: 2024-02-09,2010-07-13 to 2010-10-03,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
3,WHO AFRO Surveillance Report (UID: 20633),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Chad/ObservationCollection20633.csv,JHU cholera database entry with 8 observations. Frequency: Other (7). Updated: 2024-05-09 Source tags: WHOafro,2017-08-14 to 2017-08-24,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
4,JHU Cholera Database (UID: 12416),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Chad/ObservationCollection12416.csv,JHU cholera database entry with 1 observations. Frequency: Other (69). Updated: 2024-02-09,2004-06-14 to 2004-08-22,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
5,WHO AFRO Surveillance Report (UID: 20757),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Chad/ObservationCollection20757.csv,JHU cholera database entry with 4 observations. Frequency: Other (65). Updated: 2024-02-09 Source tags: WHOafro,2017-08-14 to 2017-12-10,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
6,WHO AFRO Surveillance Report (UID: 20701),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Chad/ObservationCollection20701.csv,JHU cholera database entry with 6 observations. Frequency: Other (58). Updated: 2024-02-09 Source tags: WHOafro,2017-08-14 to 2017-10-22,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
7,JHU Cholera Database (UID: 20356),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Chad/ObservationCollection20356.csv,JHU cholera database entry with 34 observations. Frequency: Other (53). Updated: 2024-02-09,2017-09-04 to 2017-11-26,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
8,WHO AFRO Surveillance Report (UID: 20675),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Chad/ObservationCollection20675.csv,JHU cholera database entry with 4 observations. Frequency: Other (50). Updated: 2024-02-09 Source tags: WHOafro,2017-08-14 to 2017-10-03,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
9,WHO AFRO Surveillance Report (UID: 20691),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Chad/ObservationCollection20691.csv,JHU cholera database entry with 4 observations. Frequency: Other (50). Updated: 2024-02-09 Source tags: WHOafro,2017-08-14 to 2017-10-03,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
10,JHU Cholera Database (UID: 889),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Chad/ObservationCollection889.csv,JHU cholera database entry with 4 observations. Frequency: Other (43). Updated: 2024-02-09,2010-08-24 to 2010-11-29,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
11,JHU Cholera Database (UID: 21077),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Chad/ObservationCollection21077.csv,JHU cholera database entry with 2 observations. Frequency: Other (39). Updated: 2024-02-09,2019-07-12 to 2019-10-22,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
12,WHO AFRO Surveillance Report (UID: 20663),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Chad/ObservationCollection20663.csv,JHU cholera database entry with 8 observations. Frequency: Other (35). Updated: 2024-02-09 Source tags: WHOafro,2017-08-14 to 2017-09-25,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
13,WHO AFRO Surveillance Report (UID: 20661),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Chad/ObservationCollection20661.csv,JHU cholera database entry with 4 observations. Frequency: Other (34). Updated: 2024-02-09 Source tags: WHOafro,2017-08-14 to 2017-09-17,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
14,WHO AFRO Surveillance Report (UID: 20656),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Chad/ObservationCollection20656.csv,JHU cholera database entry with 4 observations. Frequency: Other (31). Updated: 2024-02-09 Source tags: WHOafro,2017-08-14 to 2017-09-14,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
15,WHO AFRO Surveillance Report (UID: 20720),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Chad/ObservationCollection20720.csv,JHU cholera database entry with 7 observations. Frequency: Other (26). Updated: 2024-02-09 Source tags: WHOafro,2017-08-14 to 2017-11-12,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
16,JHU Cholera Database (UID: 20540),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Chad/ObservationCollection20540.csv,JHU cholera database entry with 1 observations. Frequency: Other (249). Updated: 2024-02-09,2011-01-01 to 2011-09-07,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
17,JHU Cholera Database (UID: 20533),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Chad/ObservationCollection20533.csv,JHU cholera database entry with 1 observations. Frequency: Other (242). Updated: 2024-02-09,2011-01-01 to 2011-08-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
18,JHU Cholera Database (UID: 891),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Chad/ObservationCollection891.csv,JHU cholera database entry with 4 observations. Frequency: Other (219). Updated: 2024-02-09,2011-01-01 to 2011-12-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
19,JHU Cholera Database (UID: 888),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Chad/ObservationCollection888.csv,JHU cholera database entry with 4 observations. Frequency: Other (154). Updated: 2024-02-09,2006-04-01 to 2006-10-24,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
20,WHO AFRO Surveillance Report (UID: 20642),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Chad/ObservationCollection20642.csv,JHU cholera database entry with 3 observations. Frequency: Other (12). Updated: 2024-02-09 Source tags: WHOafro,2017-08-14 to 2017-08-26,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
21,WHO AFRO Surveillance Report (UID: 20648),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Chad/ObservationCollection20648.csv,JHU cholera database entry with 5 observations. Frequency: Other (10). Updated: 2024-02-09 Source tags: WHOafro,2017-08-19 to 2017-09-05,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
22,JHU Cholera Database (UID: 890),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Chad/ObservationCollection890.csv,JHU cholera database entry with 2 observations. Frequency: Monthly. Updated: 2024-02-09,2011-04-05 to 2011-06-03,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
23,WHO Annual Cholera Report (UID: 339),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Chad/ObservationCollection339.csv,JHU cholera database entry with 25 observations. Frequency: Annual. Updated: 2024-10-03 Source tags: WHOannual,1971-01-01 to 2023-12-31,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
