Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database
1,AFR::COD,2023-01-01,2023-09-10,286,35965,,0.8,2023-09-10,52,JHU Cholera Database (UID: 21408),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 35965 cases, 286 deaths",JHU
2,AFR::COD,2023-01-01,2023-08-15,227,31986,,0.7,2023-08-15,52,JHU Cholera Database (UID: 21408),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 31986 cases, 227 deaths",JHU
3,AFR::COD,2023-01-01,2023-07-15,196,28043,,0.7,2023-07-15,52,JHU Cholera Database (UID: 21408),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 28043 cases, 196 deaths",JHU
4,AFR::COD,2023-01-01,2023-05-14,104,20098,,0.5,2023-05-14,52,JHU Cholera Database (UID: 21408),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 20098 cases, 104 deaths",JHU
5,AFR::COD,2023-01-01,2023-04-16,79,16998,,0.5,2023-04-16,52,JHU Cholera Database (UID: 21408),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 16998 cases, 79 deaths",JHU
6,AFR::COD,2022-01-01,2023-03-20,334,24657,,1.4,2023-03-20,52,JHU Cholera Database (UID: 21408),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 24657 cases, 334 deaths",JHU
7,AFR::COD,2023-01-01,2023-06-12,156,24562,,0.6,2023-06-12,52,JHU Cholera Database (UID: 21408),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 24562 cases, 156 deaths",JHU
8,AFR::COD,2024-01-01,2024-04-28,262,13555,,1.9,2024-04-28,52,JHU Cholera Database (UID: 21408),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 13555 cases, 262 deaths",JHU
9,AFR::COD,2024-04-01,2024-04-28,78,2958,,2.6,2024-04-28,52,JHU Cholera Database (UID: 21408),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2958 cases, 78 deaths",JHU
10,AFR::COD,2023-01-01,2023-12-31,437,51970,,0.8,2023-12-31,52,JHU Cholera Database (UID: 21408),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 51970 cases, 437 deaths",JHU
11,AFR::COD,2024-01-01,2024-03-31,186,10754,,1.7,2024-03-31,52,JHU Cholera Database (UID: 21408),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 10754 cases, 186 deaths",JHU
12,AFR::COD,2024-01-01,2024-02-29,130,6164,,2.1,2024-02-29,52,JHU Cholera Database (UID: 21408),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 6164 cases, 130 deaths",JHU
13,AFR::COD,2023-01-01,2023-12-04,390,47028,,0.8,2023-12-04,52,JHU Cholera Database (UID: 21408),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 47028 cases, 390 deaths",JHU
14,AFR::COD,2023-01-01,2023-11-13,390,43643,,0.9,2023-11-13,52,JHU Cholera Database (UID: 21408),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 43643 cases, 390 deaths",JHU
15,AFR::COD,2023-01-01,2023-10-15,309,40728,,0.8,2023-10-15,52,JHU Cholera Database (UID: 21408),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 40728 cases, 309 deaths",JHU
16,AFR::COD,2024-01-01,2024-11-24,409,28804,,1.4,2024-11-24,52,JHU Cholera Database (UID: 21408),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 28804 cases, 409 deaths",JHU
17,AFR::COD,2024-10-27,2024-11-24,20,1783,,1.1,2024-11-24,52,JHU Cholera Database (UID: 21408),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1783 cases, 20 deaths",JHU
18,AFR::COD,2024-01-01,2024-10-27,388,27086,,1.4,2024-10-27,52,JHU Cholera Database (UID: 21408),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 27086 cases, 388 deaths",JHU
19,AFR::COD,2024-09-29,2024-10-27,30,1831,,1.6,2024-10-27,52,JHU Cholera Database (UID: 21408),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1831 cases, 30 deaths",JHU
20,AFR::COD,2024-01-01,2024-09-29,355,25221,,1.4,2024-09-29,52,JHU Cholera Database (UID: 21408),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 25221 cases, 355 deaths",JHU
21,AFR::COD,2024-09-01,2024-09-29,39,1738,,2.2,2024-09-29,52,JHU Cholera Database (UID: 21408),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 1738 cases, 39 deaths",JHU
22,AFR::COD,2024-01-01,2024-08-25,311,23324,,1.3,2024-08-25,52,JHU Cholera Database (UID: 21408),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 23324 cases, 311 deaths",JHU
23,AFR::COD,2024-07-29,2024-08-25,16,1362,,1.2,2024-08-25,52,JHU Cholera Database (UID: 21408),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1362 cases, 16 deaths",JHU
24,AFR::COD,2020-01-01,2020-10-04,253,16043,,1.6,2020-10-04,57,JHU Cholera Database (UID: 21145),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 16043 cases, 253 deaths",JHU
25,AFR::COD,2020-08-10,2020-10-04,63,2622,,2.4,2020-10-04,57,JHU Cholera Database (UID: 21145),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2622 cases, 63 deaths",JHU
26,AFR::COD::Katanga,2014-05-01,2014-05-31,,459,,,2014-05-31,82,JHU Cholera Database (UID: 817),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 459 cases",JHU
27,AFR::COD::Sud-Kivu,2014-05-01,2014-05-31,,440,,,2014-05-31,82,JHU Cholera Database (UID: 817),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 440 cases",JHU
28,AFR::COD::Nord-Kivu::Rutshuru,2014-05-01,2014-05-31,,60,,,2014-05-31,82,JHU Cholera Database (UID: 817),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 60 cases",JHU
29,AFR::COD::Bas-Uele,2019-07-15,2019-07-21,0,0,,,2019-07-21,2,JHU Cholera Database (UID: 21435),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
30,AFR::COD::Equateur,2019-07-15,2019-07-21,0,1,,0.0,2019-07-21,2,JHU Cholera Database (UID: 21435),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases, 0 deaths",JHU
31,AFR::COD::Haut-Katanga,2019-07-15,2019-07-21,0,0,,,2019-07-21,2,JHU Cholera Database (UID: 21435),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
32,AFR::COD::Haut-Lomami,2019-07-15,2019-07-21,0,0,,,2019-07-21,2,JHU Cholera Database (UID: 21435),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
33,AFR::COD::Ituri,2019-07-15,2019-07-21,0,0,,,2019-07-21,2,JHU Cholera Database (UID: 21435),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
34,AFR::COD::Kasai,2019-07-15,2019-07-21,0,4,,0.0,2019-07-21,2,JHU Cholera Database (UID: 21435),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 4 cases, 0 deaths",JHU
35,AFR::COD::Kasai Oriental,2019-07-15,2019-07-21,0,2,,0.0,2019-07-21,2,JHU Cholera Database (UID: 21435),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2 cases, 0 deaths",JHU
36,AFR::COD::Kinshasa,2019-07-15,2019-07-21,0,9,,0.0,2019-07-21,2,JHU Cholera Database (UID: 21435),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 9 cases, 0 deaths",JHU
37,AFR::COD::Kongo Central,2019-07-15,2019-07-21,0,1,,0.0,2019-07-21,2,JHU Cholera Database (UID: 21435),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases, 0 deaths",JHU
38,AFR::COD::Kwilu,2019-07-15,2019-07-21,0,0,,,2019-07-21,2,JHU Cholera Database (UID: 21435),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
39,AFR::COD::Lomami,2019-07-15,2019-07-21,0,5,,0.0,2019-07-21,2,JHU Cholera Database (UID: 21435),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 5 cases, 0 deaths",JHU
40,AFR::COD::Lualaba,2019-07-15,2019-07-21,0,3,,0.0,2019-07-21,2,JHU Cholera Database (UID: 21435),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 3 cases, 0 deaths",JHU
41,AFR::COD::Mai-Ndombe,2019-07-15,2019-07-21,0,1,,0.0,2019-07-21,2,JHU Cholera Database (UID: 21435),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases, 0 deaths",JHU
42,AFR::COD::Maniema,2019-07-15,2019-07-21,0,0,,,2019-07-21,2,JHU Cholera Database (UID: 21435),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
43,AFR::COD::Mongala,2019-07-15,2019-07-21,0,0,,,2019-07-21,2,JHU Cholera Database (UID: 21435),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
44,AFR::COD::Nord-Kivu,2019-07-15,2019-07-21,0,102,,0.0,2019-07-21,2,JHU Cholera Database (UID: 21435),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 102 cases, 0 deaths",JHU
45,AFR::COD::Sankuru,2019-07-15,2019-07-21,1,13,,7.7,2019-07-21,2,JHU Cholera Database (UID: 21435),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 13 cases, 1 deaths",JHU
46,AFR::COD::Sud-Kivu,2019-07-15,2019-07-21,0,156,,0.0,2019-07-21,2,JHU Cholera Database (UID: 21435),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 156 cases, 0 deaths",JHU
47,AFR::COD::Sud-Ubangi,2019-07-15,2019-07-21,0,0,,,2019-07-21,2,JHU Cholera Database (UID: 21435),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
48,AFR::COD::Tanganyika,2019-07-15,2019-07-21,0,24,,0.0,2019-07-21,2,JHU Cholera Database (UID: 21435),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 24 cases, 0 deaths",JHU
49,AFR::COD::Bas-Uele,2019-07-22,2019-07-28,0,0,,,2019-07-28,2,JHU Cholera Database (UID: 21435),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
