Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database
1,AFR::MOZ,2017-08-12,2018-07-02,5,2397,,0.2,2018-07-02,31,WHO AFRO Surveillance Report (UID: 20925),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2397 cases, 5 deaths",JHU
2,AFR::MOZ::Cabo Delgado,2017-08-12,2018-07-02,2,1714,,0.1,2018-07-02,31,WHO AFRO Surveillance Report (UID: 20925),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1714 cases, 2 deaths",JHU
3,AFR::MOZ::Nampula,2017-08-12,2018-07-02,3,683,,0.4,2018-07-02,31,WHO AFRO Surveillance Report (UID: 20925),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 683 cases, 3 deaths",JHU
4,AFR::MOZ::Nampula,2018-06-11,2018-06-17,0,2,,0.0,2018-06-17,31,WHO AFRO Surveillance Report (UID: 20925),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2 cases, 0 deaths",JHU
5,AFR::MOZ,2017-08-17,2018-06-17,5,2395,,0.2,2018-06-17,30,WHO AFRO Surveillance Report (UID: 20918),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2395 cases, 5 deaths",JHU
6,AFR::MOZ::Nampula,2017-08-17,2018-06-17,2,1712,,0.1,2018-06-17,30,WHO AFRO Surveillance Report (UID: 20918),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1712 cases, 2 deaths",JHU
7,AFR::MOZ::Cabo Delgado,2018-01-01,2018-06-17,3,683,,0.4,2018-06-17,30,WHO AFRO Surveillance Report (UID: 20918),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 683 cases, 3 deaths",JHU
8,AFR::MOZ::Cabo Delgado,2020-01-01,2020-09-20,,661,,,2020-09-20,27,JHU Cholera Database (UID: 21146),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 661 cases",JHU
9,AFR::MOZ::(Cabo Delgado|Nampula),2020-01-01,2020-09-20,21,3286,,0.6,2020-09-20,27,JHU Cholera Database (UID: 21146),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 3286 cases, 21 deaths",JHU
10,AFR::MOZ,2017-08-17,2018-03-31,5,2317,,0.2,2018-03-31,42,WHO AFRO Surveillance Report (UID: 20853),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2317 cases, 5 deaths",JHU
