Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database
1,AFR::MLI,1984-01-01,1984-12-31,406.0,1793.0,,22.6,1984-12-31,1,Merson et al 1988 Epidemiology Infection,0.95,"Source states: 'During the 1984 cholera epidemic in Mali, 1793 cases and 406 deaths were reported, a death-to-case ratio of 23%' - interpreted as 1793 sCh cases and 406 deaths. Study conducted by CDC Enteric Diseases Branch. Two routes of transmission identified: drinking water from contaminated well and eating left-over millet gruel during famine conditions.",AI
2,AFR::MLI,1985-01-01,1994-12-31,0.0,0.0,,0.0,1994-12-31,2,Dembele et al 2009 Sante Publique Cairn,0.85,"Source states: 'De 1998 a 2000, aucun cas de cholera n a ete declare au Mali' [From 1998 to 2000 no cholera cases were declared in Mali]. Combined with absence of documented outbreaks between 1984 epidemic and 1995 resumption per same article which documents 'important epidemics were declared in 1995-1996' as the next events after 1984. Zero-transmission inferred from gap between documented 1984 epidemic and 1995 resumption - surveillance system operational context unknown. Evidence type: Inferred_Absence from epidemiological literature gap.",AI
3,AFR::MLI,1995-01-01,1995-12-31,,2254.0,,,1995-12-31,2,Dembele et al 2009 Sante Publique Cairn,0.9,"Source states: 1995 cases = 2254, epidemic began in May with two peaks (May 27.8% of cases; August 17.1% of cases) - interpreted as 2254 sCh cases. Deaths not provided separately for 1995 alone but total 1995-2004 CFR exceeded 1% per year. Regional breakdown: Mopti most affected along Niger River.",AI
4,AFR::MLI,1996-01-01,1996-12-31,,5541.0,,,1996-12-31,2,Dembele et al 2009 Sante Publique Cairn,0.9,"Source states: 1996 cases = 5541, cases recorded 11 months out of 12 with peak in October (23.6% of cases) - interpreted as 5541 sCh cases. Deaths not provided separately for 1996 alone. 1996 was the most severe epidemic year of the period. Kayes region most affected with 3497 cases (single epidemic).",AI
5,AFR::MLI,1998-01-01,1998-12-31,0.0,0.0,,0.0,1998-12-31,2,Dembele et al 2009 Sante Publique Cairn,0.95,"Source states: 'De 1998 a 2000, aucun cas de cholera n a ete declare au Mali' [From 1998 to 2000 no cholera cases were declared in Mali] - interpreted as confirmed zero-transmission. Academic peer-reviewed source explicitly documents absence period. Surveillance system status: functional - cases were being tracked and absence reported. Evidence type: Documented_Absence from WHO reporting confirmed in French academic literature.",AI
6,AFR::MLI,1999-01-01,1999-12-31,0.0,0.0,,0.0,1999-12-31,2,Dembele et al 2009 Sante Publique Cairn,0.95,"Source states: 'De 1998 a 2000, aucun cas de cholera n a ete declare au Mali' [From 1998 to 2000 no cholera cases were declared in Mali] - interpreted as confirmed zero-transmission for 1999. Part of validated 3-year absence period. Academic confirmation of absence with surveillance evidence. Evidence type: Documented_Absence from French academic literature.",AI
7,AFR::MLI,2000-01-01,2000-12-31,0.0,0.0,,0.0,2000-12-31,2,Dembele et al 2009 Sante Publique Cairn,0.95,"Source states: 'De 1998 a 2000, aucun cas de cholera n a ete declare au Mali' [From 1998 to 2000 no cholera cases were declared in Mali] - interpreted as confirmed zero-transmission for 2000. UNICEF factsheet also lists 2000 as a major epidemic year - possible discrepancy. The Cairn peer-reviewed academic source takes precedence. Evidence type: Documented_Absence from French academic literature.",AI
8,AFR::MLI,2001-01-01,2001-12-31,10.0,68.0,,14.7,2001-12-31,2,Dembele et al 2009 Sante Publique Cairn,0.9,Source states: 2001 cases = 68 deaths = 10 CFR = 14.7% - interpreted as 68 sCh cases and 10 deaths. Small outbreak resuming after 1998-2000 absence period. Mopti and Segou identified as most impacted regions for overall 1995-2004 period.,AI
9,AFR::MLI,2002-01-01,2002-12-31,2.0,16.0,,12.5,2002-12-31,2,Dembele et al 2009 Sante Publique Cairn,0.9,Source states: 2002 cases = 16 deaths = 2 CFR = 12.5% - interpreted as 16 sCh cases and 2 deaths. Continued small-scale cholera activity following 2001 resumption.,AI
10,AFR::MLI,2003-01-01,2003-12-12,106.0,1216.0,,8.72,2003-12-12,3,WHO Disease Outbreak News Mali Cholera Update 2 2003,0.95,Source states: 'as of 12 December 2003 the Ministry of Health Mali reported a total of 1216 cases including 106 deaths (case fatality rate of 8.72%) in Koulikoro Segou Mopti Tombouctou Sikasso regions and in Bamako' - interpreted as 1216 sCh cases and 106 deaths. National total — includes all 6 regions plus capital. Do not sum with provincial rows.,AI
11,AFR::MLI::Mopti,2003-01-01,2003-12-12,,,,8.7,2003-12-12,2,Dembele et al 2009 Sante Publique Cairn,0.65,Source states region of Mopti was among those affected in the 2003 epidemic. Regional breakdown available for cumulative 1995-2004 period (Mopti 28% = 3412 cases). Mopti consistently most affected along Niger River. CFR 8.7% applied from 2003 national data — no independent 2003 Mopti-specific case count extracted; CFR inherited from national. Confidence weight reduced per inherited-CFR rule. Provincial subset — do not sum with national row (index 10).,AI
12,AFR::MLI::Segou,2003-08-14,2003-11-30,,913.0,,,2003-11-30,3,WHO Disease Outbreak News Mali Cholera Update 2 2003,0.85,Source references thesis work documenting 913 cases in Segou Koulikoro and Mopti regions August 14 - November 30 2003. Provincial subset — do not sum with national row (index 10).,AI
13,AFR::MLI,2004-01-26,2004-02-18,33.0,280.0,,11.78,2004-02-18,4,WHO Disease Outbreak News Recent Outbreaks Africa 2004,0.95,Source states: 'From the beginning of 2004 a total of 280 new cases with 33 deaths (case fatality rate of 11.78%) was reported in the regions of Mopti Segou and Timbuctou' covering 13 municipalities from January 26 to February 1 2004 - interpreted as 280 sCh cases and 33 deaths. Early 2004 continuation of 2003 epidemic.,AI
14,AFR::MLI,2004-01-01,2004-12-31,199.0,2860.0,,6.96,2004-12-31,2,Dembele et al 2009 Sante Publique Cairn,0.9,Source states: 2004 cases = 2860 deaths = 199 CFR = 6.9% - interpreted as 2860 sCh full-year total and 199 deaths. Note: includes early 2004 cases also reported by WHO DON (source 4). The annual total supersedes the partial period. National total for full year 2004.,AI
15,AFR::MLI::Mopti,1995-01-01,2004-12-31,,3412.0,,,2004-12-31,2,Dembele et al 2009 Sante Publique Cairn,0.85,Source states: 'Region de Mopti: 3412 cas (28.0%)' for cumulative 1995-2004 period - interpreted as 3412 sCh cases across 10-year period. Provincial subset of national totals — do not sum with national rows.,AI
16,AFR::MLI::Kayes,1995-01-01,2004-12-31,,3497.0,,,2004-12-31,2,Dembele et al 2009 Sante Publique Cairn,0.85,Source states: 'Region de Kayes: 3497 cas (28.7%) principalement lors de l epidemie de 1996' - interpreted as 3497 sCh cases with majority in 1996. Provincial subset — do not sum with national rows.,AI
17,AFR::MLI::Tombouctou,1995-01-01,2004-12-31,,2686.0,,,2004-12-31,2,Dembele et al 2009 Sante Publique Cairn,0.85,Source states: 'Region de Tombouctou: 2686 cas (22.1%)' for 1995-2004 - interpreted as 2686 sCh cases. Tombouctou along Niger River. Provincial subset — do not sum with national rows.,AI
18,AFR::MLI::Segou,1995-01-01,2004-12-31,,1500.0,,,2004-12-31,2,Dembele et al 2009 Sante Publique Cairn,0.85,Source states: 'Region de Segou: 1500 cas (12.3%)' for 1995-2004 - interpreted as 1500 sCh cases. Segou along Niger River. Provincial subset — do not sum with national rows.,AI
19,AFR::MLI::Gao,1995-01-01,2004-12-31,,790.0,,,2004-12-31,2,Dembele et al 2009 Sante Publique Cairn,0.85,Source states: 'Region de Gao: 790 cas (6.5%)' for 1995-2004 - interpreted as 790 sCh cases. Gao in northeastern Mali along Niger River. Provincial subset — do not sum with national rows.,AI
20,AFR::MLI,2011-07-18,2011-07-27,20.0,258.0,,7.75,2011-07-27,5,ReliefWeb Mali Cholera Outbreak Jul 2011,0.9,Source states: 'Between 18-27 July 2011 a total of 258 cases including 20 deaths were recorded in Mali. Cholera outbreak occurred in regions of Mopti and Tombouctou' - interpreted as 258 sCh cases and 20 deaths during initial 10-day period. Sub-period of full 2011 outbreak — do not sum with full-year row.,AI
21,AFR::MLI,2011-07-01,2011-12-31,55.0,1300.0,,4.23,2011-12-31,6,ReliefWeb Aid Agencies Combat Mali Cholera Outbreak 2011,0.85,Source states: '55 people died from more than 1300 cases in five regions: Gao and Timbuktu in the North; Segou and Mopti in the centre; and Kayes in the West. By far the largest numbers - 1000 cases - were in the North' - interpreted as 1300 sCh cases and 55 deaths for full 2011 outbreak. National total 2011 — includes all five affected regions.,AI
22,AFR::MLI::Gao,2012-07-01,2012-08-31,12.0,147.0,,8.16,2012-08-31,7,UNICEF Supplies Northern Mali Cholera 2012,0.85,Source states: 'Authorities in Mali s Gao and Asongo districts reported 147 cases and 12 deaths since early July' referring to July 2012 outbreak - interpreted as 147 sCh cases and 12 deaths. Gao region provincial data. Cross-border transmission from Niger River corridor.,AI
