Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database,retracted_on,retracted_reason
57,AFR::UGA,1981-01-01,1981-12-31,0,0,,0.0,1982-12-31,40,WHO Weekly Epidemiological Record Cholera in 1981 annual notification table,0.7,"Source confirms zero cholera transmission 1981-01-01..1981-12-31. Source states: 'In Africa, the total number of countries infected declined from 16 in 1980 to 14 in 1981. A total of 17 521 cases were reported, as compared with 18 731 in 1980.'. Evidence type: Inferred_Absence. Surveillance system status during absence: partial. WHO Weekly Epidemiological Record annual cholera article for 1981, published 30 April 1982. The African section of the notification table lists only: Burundi, Cameroon, Gabon, Kenya, Liberia, Mozambique, Niger, Nigeria, South Africa, Swaziland, United Republic of Tanzania and Zaire. Uganda does not appear, i.e. Uganda notified zero cholera cases to WHO for 1981. Control validation of this method: Uganda appears by name in the African section of the same WER annual notification tables for every year it did notify - 1975 (3 cases), 1978 (1120), 1980 (1539), 1987 (140) and 1991 (279 cases and 28 deaths) - so its absence from this year's table is a positive signal of zero notification rather than a text-extraction artefact. Corroboration: Wamala et al. 2013 PLOS NTD state that 'During the subsequent years up to 1993, Uganda reported cholera cases every 2-4 years', describing an episodic epidemic pattern with genuinely quiet intervals. CAVEAT: classified Inferred_Absence rather than Documented_Absence and weighted 0.7 because zero notification under the International Health Regulations is not identical to zero transmission; the WER annual articles of this era themselves warn that there is 'strong reason to believe that cholera is present in a number of countries which have not notified cases in accordance with the International Health Regulations'. Country context: Uganda was in the Ugandan Bush War (1981-1986) in this period, so under-ascertainment is plausible. However Uganda notified cholera to WHO in 1980 (1539 cases), 1982 (190 cases) and 1987 (140 cases), so the WHO notification channel was functioning across the interval.",AI,2026-09-19,"1981 national zero CONTRADICTED. Ugandan districts appear under CHOLERA in all 11 monthly WHO infected-areas lists of 1981 (Bugishu; Bukedi/Tororo; Busoga D.: Mbale Municipality; Sebei/Kapchorwa; Teso/Kumi; Nile Province South Nile D.: Padyere; Gulu; Kitgum; North Karamoja/Kotido), verified twice independently - Agent 3 by line scan and Agent 5 by word bounding-box column geometry - and bracketed by 1539 cases notified in 1980 and 190 in 1982. This is a surveillance gap, not absence; CLAUDE.md forbids rendering it as sCh=0. Geography preserved in data/UGA/cholera_presence_ai.csv."
60,AFR::UGA,1985-01-01,1985-12-31,0,0,,0.0,1986-12-31,43,WHO Weekly Epidemiological Record Cholera in 1985 annual notification table,0.7,"Source confirms zero cholera transmission 1985-01-01..1985-12-31. Source states: 'In Africa, the total number of cases rose from 17 060 in 1984 to 27 108 in 1985. A total of 19 countries reported cases.'. Evidence type: Inferred_Absence. Surveillance system status during absence: partial. WHO Weekly Epidemiological Record annual cholera article for 1985, published 27 June 1986. The African section of the notification table lists only: Burkina Faso, Burundi, Cameroon, Cape Verde, Equatorial Guinea, Gambia, Ghana, Kenya, Liberia, Mali, Mauritania, Mozambique, Sao Tome and Principe, Senegal, Somalia, South Africa, United Republic of Tanzania, Zaire and Zimbabwe. Uganda does not appear, i.e. Uganda notified zero cholera cases to WHO for 1985. Control validation of this method: Uganda appears by name in the African section of the same WER annual notification tables for every year it did notify - 1975 (3 cases), 1978 (1120), 1980 (1539), 1987 (140) and 1991 (279 cases and 28 deaths) - so its absence from this year's table is a positive signal of zero notification rather than a text-extraction artefact. Corroboration: Wamala et al. 2013 PLOS NTD state that 'During the subsequent years up to 1993, Uganda reported cholera cases every 2-4 years', describing an episodic epidemic pattern with genuinely quiet intervals. CAVEAT: classified Inferred_Absence rather than Documented_Absence and weighted 0.7 because zero notification under the International Health Regulations is not identical to zero transmission; the WER annual articles of this era themselves warn that there is 'strong reason to believe that cholera is present in a number of countries which have not notified cases in accordance with the International Health Regulations'. Country context: Uganda was in the Ugandan Bush War (1981-1986) in this period, so under-ascertainment is plausible. However Uganda notified cholera to WHO in 1980 (1539 cases), 1982 (190 cases) and 1987 (140 cases), so the WHO notification channel was functioning across the interval.",AI,2026-09-19,"1985 national zero RETIRED. Uganda filed no notifiable-disease return of any kind with WHO for 1985 (measles, pertussis, diphtheria, polio and neonatal tetanus all null in WHO GHO WHS3_*) and appears in none of the 51 weekly WER IHR issues of that year, while Kenya, Burundi, Rwanda, Tanzania, Zaire and Somalia appear repeatedly in the same issues. All five land neighbours notified cholera in 1985. Nobody was looking: surveillance gap, not absence."
65,AFR::UGA,1993-01-01,1993-12-31,0,0,,0.0,1994-07-15,48,WHO Weekly Epidemiological Record Cholera in 1993 Part I,0.8,"Source confirms zero cholera transmission 1993-01-01..1993-12-31. Source states: 'In Africa, 76 713 cases were reported, a 16% reduction from 1992. Sixteen countries reported cholera, compared with 20 in 1992. Cholera was not reported in 1993 from Algeria, Angola, Kenya, Swaziland, or Uganda, which all reported cases in 1992.'. Evidence type: Documented_Absence. Surveillance system status during absence: operational. WHO Weekly Epidemiological Record No. 28, 15 July 1994, annual cholera article for 1993, Africa section. This is an explicit WHO statement naming Uganda as a country from which cholera was not reported in 1993, contrasted against its 1992 reporting. Uganda notified 5072 cases and 104 deaths in 1992 and 704 cases and 39 deaths in 1994, so the notification channel was demonstrably live on both sides of 1993 and the country was under stable NRM government with a functioning IDSR-predecessor reporting system. Classified Documented_Absence on the strength of the explicit named statement, weighted 0.8 rather than higher because the WHO wording is about notification rather than a laboratory-verified absence. This closes the effective surveillance gap 1993-01-01..1993-12-31 (365 days).",AI,2026-09-19,"1993 national zero RETIRED, REVERSING Agent 3's verdict that this was the best-supported zero of the set. Kasese District sits under CHOLERA in 10 of the 12 monthly WHO infected-areas lists of 1993 (7 Jan to 18 Nov), established by word bounding-box column geometry (Agents 4 and 5), which separates it from the Uganda/Nebbi PLAGUE entries printed in the same documents. The row's own quoted evidence states cholera was 'not REPORTED' in 1993 - a statement about notification, not about disease. WHO writes 'reported 0' when it means zero (cf. Cholera 2022 Table 2) and 'did not report' when it means silence."
59,AFR::UGA,1984-01-01,1984-12-31,0,0,,0.0,1985-12-31,42,WHO Weekly Epidemiological Record Cholera in 1984 annual notification table,0.7,"Source confirms zero cholera transmission 1984-01-01..1984-12-31. Source states: 'In Africa, the number of reported cases declined from 36 722 in 1983 to 17 060 in 1984.'. Evidence type: Inferred_Absence. Surveillance system status during absence: partial. WHO Weekly Epidemiological Record annual cholera article for 1984, published 17 May 1985. The African section of the notification table lists only: Algeria, Benin, Burkina Faso, Burundi, Cameroon, Equatorial Guinea, Ghana, Kenya, Liberia, Mali, Mauritania, Mozambique, Niger, Nigeria, Rwanda, Senegal, South Africa, United Republic of Tanzania and Zaire. Uganda does not appear, i.e. Uganda notified zero cholera cases to WHO for 1984. Control validation of this method: Uganda appears by name in the African section of the same WER annual notification tables for every year it did notify - 1975 (3 cases), 1978 (1120), 1980 (1539), 1987 (140) and 1991 (279 cases and 28 deaths) - so its absence from this year's table is a positive signal of zero notification rather than a text-extraction artefact. Corroboration: Wamala et al. 2013 PLOS NTD state that 'During the subsequent years up to 1993, Uganda reported cholera cases every 2-4 years', describing an episodic epidemic pattern with genuinely quiet intervals. CAVEAT: classified Inferred_Absence rather than Documented_Absence and weighted 0.7 because zero notification under the International Health Regulations is not identical to zero transmission; the WER annual articles of this era themselves warn that there is 'strong reason to believe that cholera is present in a number of countries which have not notified cases in accordance with the International Health Regulations'. Country context: Uganda was in the Ugandan Bush War (1981-1986) in this period, so under-ascertainment is plausible. However Uganda notified cholera to WHO in 1980 (1539 cases), 1982 (190 cases) and 1987 (140 cases), so the WHO notification channel was functioning across the interval.",AI,2026-09-19,"1984 national zero RETIRED. The cited article, WER 60(20) 17 May 1985, states in its own words that 'reports from other sources indicate the presence of cholera in several countries that have failed to report the disease in accordance with the International Health Regulations (1969)'. Uganda's 1984 notifiable-disease return was PARTIAL (measles and polio only; pertussis, diphtheria and tetanus blank), 4 of 5 neighbours notified cholera, and the same instrument had just produced proven false negatives for Uganda in 1981 and 1983. Confidence reduction was the wrong remedy: the weekly builder renders the row as sCh=0 for 52 weeks whatever its weight."
62,AFR::UGA,1988-01-01,1988-12-31,0,0,,0.0,1989-12-31,45,WHO Weekly Epidemiological Record Cholera in 1988 annual notification table,0.7,"Source confirms zero cholera transmission 1988-01-01..1988-12-31. Source states: 'In Africa, a considerable decline was noted in both the number of cases and the number of countries reporting: 23 223 and 12, respectively, as compared with 30 929 and 17 in 1987.'. Evidence type: Inferred_Absence. Surveillance system status during absence: partial. WHO Weekly Epidemiological Record annual cholera article for 1988, published 12 May 1989. The African section of the notification table lists only: Algeria, Angola, Cameroon, Liberia, Malawi, Mauritania, Nigeria, Rwanda, Togo, United Republic of Tanzania and Zaire. Uganda does not appear, i.e. Uganda notified zero cholera cases to WHO for 1988. Control validation of this method: Uganda appears by name in the African section of the same WER annual notification tables for every year it did notify - 1975 (3 cases), 1978 (1120), 1980 (1539), 1987 (140) and 1991 (279 cases and 28 deaths) - so its absence from this year's table is a positive signal of zero notification rather than a text-extraction artefact. Corroboration: Wamala et al. 2013 PLOS NTD state that 'During the subsequent years up to 1993, Uganda reported cholera cases every 2-4 years', describing an episodic epidemic pattern with genuinely quiet intervals. CAVEAT: classified Inferred_Absence rather than Documented_Absence and weighted 0.7 because zero notification under the International Health Regulations is not identical to zero transmission; the WER annual articles of this era themselves warn that there is 'strong reason to believe that cholera is present in a number of countries which have not notified cases in accordance with the International Health Regulations'. Country context: Uganda was under the NRM government with a rebuilding health system. Uganda notified cholera to WHO in 1987 (140 cases) and again in 1991 (279 cases) and 1992 (5072 cases), so the WHO notification channel was functioning on either side of this interval.",AI,2026-09-19,"1988 national zero RETIRED. The cited article, WER 64(19) 12 May 1989, states 'allowance must be made for the failure to report cholera by a number of countries and the incompleteness of the figures reported by others'. Uganda's 1988 return is about 4 percent complete - 1666 measles cases nationally against 43016 in 1983 and 36511 in 1992, with 40 percent more people; Burundi, a fifth of Uganda's size, reported 33261 the same year. 3 of 5 neighbours notified cholera."
63,AFR::UGA,1989-01-01,1989-12-31,0,0,,0.0,1990-12-31,46,WHO Weekly Epidemiological Record Cholera in 1989 annual notification table,0.7,"Source confirms zero cholera transmission 1989-01-01..1989-12-31. Source states: 'In Africa, 35 606 cases were reported by 16 countries in 1989, compared with 23 186 cases reported by 12 countries in 1988.'. Evidence type: Inferred_Absence. Surveillance system status during absence: partial. WHO Weekly Epidemiological Record annual cholera article for 1989, published 11 May 1990. The African section of the notification table lists only: Algeria, Burundi, Cameroon, Kenya, Liberia, Malawi, Mauritania, Mozambique, Niger, Nigeria, Rwanda, Sao Tome and Principe, United Republic of Tanzania, Zaire and Zambia. Uganda does not appear, i.e. Uganda notified zero cholera cases to WHO for 1989. Control validation of this method: Uganda appears by name in the African section of the same WER annual notification tables for every year it did notify - 1975 (3 cases), 1978 (1120), 1980 (1539), 1987 (140) and 1991 (279 cases and 28 deaths) - so its absence from this year's table is a positive signal of zero notification rather than a text-extraction artefact. Corroboration: Wamala et al. 2013 PLOS NTD state that 'During the subsequent years up to 1993, Uganda reported cholera cases every 2-4 years', describing an episodic epidemic pattern with genuinely quiet intervals. CAVEAT: classified Inferred_Absence rather than Documented_Absence and weighted 0.7 because zero notification under the International Health Regulations is not identical to zero transmission; the WER annual articles of this era themselves warn that there is 'strong reason to believe that cholera is present in a number of countries which have not notified cases in accordance with the International Health Regulations'. Country context: Uganda was under the NRM government with a rebuilding health system. Uganda notified cholera to WHO in 1987 (140 cases) and again in 1991 (279 cases) and 1992 (5072 cases), so the WHO notification channel was functioning on either side of this interval.",AI,2026-09-19,"1989 national zero RETIRED and explicitly NOT upgraded. The cited article, WER 65(19) 11 May 1990, states 'As in previous years, there was strong evidence that cholera occurred in several countries which failed to declare the disease'. A row cannot be labelled Documented_Absence on a document that documents the opposite, which is what Agents 3 and 5 proposed. Uganda's 1989 return is the worst of the whole series - 660 measles cases for about 17 million people, against Kenya's 86727 - and 4 of 5 neighbours notified cholera, Rwanda resolving a single case."
64,AFR::UGA,1990-01-01,1990-12-31,0,0,,0.0,1991-12-31,47,WHO Weekly Epidemiological Record Cholera in 1990 annual notification table,0.7,"Source confirms zero cholera transmission 1990-01-01..1990-12-31. Source states: 'In Africa, 37 960 cases were notified by 10 countries in 1990, compared with 35 951 cases reported by 16 countries in 1989.'. Evidence type: Inferred_Absence. Surveillance system status during absence: partial. WHO Weekly Epidemiological Record annual cholera article for 1990, published 10 May 1991. The African section of the notification table lists only: Algeria, Angola, Burundi, Cameroon, Ghana, Malawi, Mozambique, Sao Tome and Principe, United Republic of Tanzania and Zambia (Africa total 37 960 cases). Uganda does not appear, i.e. Uganda notified zero cholera cases to WHO for 1990. Control validation of this method: Uganda appears by name in the African section of the same WER annual notification tables for every year it did notify - 1975 (3 cases), 1978 (1120), 1980 (1539), 1987 (140) and 1991 (279 cases and 28 deaths) - so its absence from this year's table is a positive signal of zero notification rather than a text-extraction artefact. Corroboration: Wamala et al. 2013 PLOS NTD state that 'During the subsequent years up to 1993, Uganda reported cholera cases every 2-4 years', describing an episodic epidemic pattern with genuinely quiet intervals. CAVEAT: classified Inferred_Absence rather than Documented_Absence and weighted 0.7 because zero notification under the International Health Regulations is not identical to zero transmission; the WER annual articles of this era themselves warn that there is 'strong reason to believe that cholera is present in a number of countries which have not notified cases in accordance with the International Health Regulations'. Country context: Uganda was under the NRM government with a rebuilding health system. Uganda notified cholera to WHO in 1987 (140 cases) and again in 1991 (279 cases) and 1992 (5072 cases), so the WHO notification channel was functioning on either side of this interval.",AI,2026-09-19,"1990 national zero RETIRED. The cited article, WER 66(19) 1991, states 'Evidence was again received of the presence of cholera in a number of other countries which failed to declare it'. Uganda's 1990 return is about 6 percent complete (2637 measles cases), and 2 of 5 neighbours notified cholera. The counter-argument is recorded: Uganda notified 5 cases with no deaths in a single week of November 1991, so the channel had real sensitivity eleven months later - but the correct response to 'it might have worked by late 1990' is an empty period, not an asserted zero."
61,AFR::UGA,1986-01-01,1986-12-31,0,0,,0.0,1987-12-31,44,WHO Weekly Epidemiological Record Cholera in 1986 annual notification table,0.7,"Source confirms zero cholera transmission 1986-01-01..1986-12-31. Source states: 'In Africa, cases were reported by 17 countries as compared with 19 in 1985. However, there was a further substantial increase in the total number of reported cases, from 27 108 in 1985 to 40 626 in 1986.'. Evidence type: Inferred_Absence. Surveillance system status during absence: partial. WHO Weekly Epidemiological Record annual cholera article for 1986, published 15 May 1987. The African section of the notification table lists only: Burundi, Cameroon, Guinea, Guinea Bissau, Liberia, Mali, Mauritania, Mozambique, Senegal, Sierra Leone, Somalia, South Africa, United Republic of Tanzania and Zaire. Uganda does not appear, i.e. Uganda notified zero cholera cases to WHO for 1986. Control validation of this method: Uganda appears by name in the African section of the same WER annual notification tables for every year it did notify - 1975 (3 cases), 1978 (1120), 1980 (1539), 1987 (140) and 1991 (279 cases and 28 deaths) - so its absence from this year's table is a positive signal of zero notification rather than a text-extraction artefact. Corroboration: Wamala et al. 2013 PLOS NTD state that 'During the subsequent years up to 1993, Uganda reported cholera cases every 2-4 years', describing an episodic epidemic pattern with genuinely quiet intervals. CAVEAT: classified Inferred_Absence rather than Documented_Absence and weighted 0.7 because zero notification under the International Health Regulations is not identical to zero transmission; the WER annual articles of this era themselves warn that there is 'strong reason to believe that cholera is present in a number of countries which have not notified cases in accordance with the International Health Regulations'. Country context: Uganda was in the Ugandan Bush War (1981-1986) in this period, so under-ascertainment is plausible. However Uganda notified cholera to WHO in 1980 (1539 cases), 1982 (190 cases) and 1987 (140 cases), so the WHO notification channel was functioning across the interval.",AI,2026-09-19,"1986 national zero RETIRED, NOT narrowed. Agent 5 recommended narrowing to TR 1986-12-20; Agent 6 superseded that and the auditor has adjudicated in favour of Agent 6. Uganda filed no disease return of any kind for 1985, 1986 or 1987; the cited article, WER 62(20) 15 May 1987, carries the explicit 'failed to notify the disease ... International Health Regulations' warning; 4 of 5 neighbours notified cholera; and the one attested Ugandan event of the window, row 137 (21 Dec 1986 - 7 Mar 1987, 140 cases and 50 deaths), ran at 35.7 percent case fatality, meaning the system detected only mass mortality. Narrowing would have preserved 354 days of asserted zero from a system proven to detect only catastrophe."
47,AFR::UGA,2025-06-01,2025-06-29,0,248,,0.00,2025-07-01,31,WHO AFRO Monthly Regional Cholera Bulletin June 2025,0.9,"Source states: 'As of 29 June 2025, Uganda's cumulative cases and deaths were 451 and three deaths, respectively (CFR=0.7%). In June, 248 new cases were reported with no deaths. There were no cases reported in May.' - interpreted as 248 sCh cases, 0 deaths. Monthly increment for June 2025 only (248 new cases, 0 new deaths), derived directly from the source's stated June increment rather than from the cumulative figure, so it does not double-count the existing 2025-01-01..2025-03-03 national row (139 cases/3 deaths, index 13). Cumulative 2025 national total as of 29 June 2025 was 451 cases and 3 deaths. Outbreak districts in this period: Lamwo (first confirmed 9 Jan 2025), Kiryandongo refugee population, and Moyo (first case 3 June 2025, cross-border from South Sudan fishing). National total - includes districts not individually listed.",AI,2026-09-19,"2025 June national count RETIRED as a demonstrated WHO AFRO data-entry regression. AFRO's own weekly monitored-events tracker carried Uganda's cholera event at 26 -> 120 -> 120 -> 227 total cases across weeks 27, 28, 29 and 30 of 2025 while the End-of-reporting-period cell never moved off 2 July 2025 and the narrative count FELL from '37 cases registered and two deaths' to '13 cases registered and two deaths'. A cumulative that rises with no advance in the reporting cut-off, alongside a falling narrative, is a transcription regression, not transmission. Uganda's own UNIPH field investigations (rows 73 and 74) put the entire June-July 2025 episode at 36 cases and 1 death. Superseded by row 187 (2025 national annual 255 cases / 0 deaths)."
51,AFR::UGA,2025-06-30,2025-07-27,0,99,,0.00,2025-08-28,34,WHO Multi-country Cholera Outbreak External Situation Report 29 (28 August 2025),0.85,"Source states: 'Uganda 255 0 1 0.0 99 0 0.0' - interpreted as 99 sCh cases, 0 deaths. WHO global cholera situation report 29, Table 1 (Reported cholera and AWD cases and deaths by WHO Region, 1 January to 27 July 2025 plus Last 28 days columns). Uganda row: cumulative 255 cases / 0 deaths for 1 Jan-27 Jul 2025, of which 99 cases and 0 deaths in the last 28 days (30 June-27 July 2025). Interpreted as 99 sCh cases for 2025-06-30..2025-07-27. SOURCE CONFLICT, unresolved: the WHO HQ global series gives Uganda 166 cases/3 deaths to 29 Jun 2025 (sitrep 28) and 255 cases/0 deaths for all of 2025 (updates 29-33, frozen from July onward), whereas the WHO AFRO June 2025 monthly regional bulletin gives 451 cases/3 deaths to 29 Jun 2025 with 248 new in June (row index 47 of this file). The two WHO streams cannot both be right; the HQ figure is the later and internally consistent one across five consecutive reports, so rows derived from AFRO (indices 13, 47, 50) should be treated as the regional stream and NOT summed with this row. Confidence reduced to 0.85 for the conflict.",AI,2026-09-19,"2025 late-June to July national count RETIRED. It is a faithful reading of WHO HQ sitrep 29's last-28-days cell and is not wrong in itself, but it covers the same June-July 2025 episode as retired row 47; the two together implied 347 cases for June-July against a field count of 36. Superseded by row 187 (2025 national annual 255 cases / 0 deaths), which is the published annual figure and is not contradicted by the field investigations."
