Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database
1,AFR::LBR::LR-MY,2007-12-05,2008-01-11,2,299,,0.7,2008-01-11,6,JHU Cholera Database (UID: 59),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 299 cases, 2 deaths",JHU
2,AFR::LBR::LR-GK,2007-12-05,2008-01-11,2,,,,2008-01-11,6,JHU Cholera Database (UID: 59),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 2 deaths",JHU
3,AFR::LBR,2021-01-11,2021-01-17,0,2,,0.0,2021-01-17,1,JHU Cholera Database (UID: 21397),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2 cases, 0 deaths",JHU
4,AFR::LBR::Bomi,2021-01-11,2021-01-17,0,0,,,2021-01-17,1,JHU Cholera Database (UID: 21397),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
5,AFR::LBR::Bong,2021-01-11,2021-01-17,0,0,,,2021-01-17,1,JHU Cholera Database (UID: 21397),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
6,AFR::LBR::Gbarpolu,2021-01-11,2021-01-17,0,0,,,2021-01-17,1,JHU Cholera Database (UID: 21397),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
7,AFR::LBR::Grand Bassa,2021-01-11,2021-01-17,0,0,,,2021-01-17,1,JHU Cholera Database (UID: 21397),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
8,AFR::LBR::Grand Cape Mount,2021-01-11,2021-01-17,0,0,,,2021-01-17,1,JHU Cholera Database (UID: 21397),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
9,AFR::LBR::Grand Gedeh,2021-01-11,2021-01-17,0,1,,0.0,2021-01-17,1,JHU Cholera Database (UID: 21397),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases, 0 deaths",JHU
10,AFR::LBR::Grand Kru,2021-01-11,2021-01-17,0,0,,,2021-01-17,1,JHU Cholera Database (UID: 21397),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
11,AFR::LBR::Lofa,2021-01-11,2021-01-17,0,0,,,2021-01-17,1,JHU Cholera Database (UID: 21397),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
12,AFR::LBR::Margibi,2021-01-11,2021-01-17,0,0,,,2021-01-17,1,JHU Cholera Database (UID: 21397),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
13,AFR::LBR::Maryland,2021-01-11,2021-01-17,0,0,,,2021-01-17,1,JHU Cholera Database (UID: 21397),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
14,AFR::LBR::Montserrado,2021-01-11,2021-01-17,0,0,,,2021-01-17,1,JHU Cholera Database (UID: 21397),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
15,AFR::LBR::Nimba,2021-01-11,2021-01-17,0,1,,0.0,2021-01-17,1,JHU Cholera Database (UID: 21397),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases, 0 deaths",JHU
