Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
1,JHU Cholera Database (UID: 203),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Kenya/ObservationCollection203.csv,JHU cholera database entry with 27 observations. Frequency: Weekly. Updated: 2024-02-09,2011-08-29 to 2012-03-04,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
2,JHU Cholera Database (UID: 202),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Kenya/ObservationCollection202.csv,JHU cholera database entry with 27 observations. Frequency: Weekly. Updated: 2024-02-09,2011-08-29 to 2012-03-04,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
3,JHU Cholera Database (UID: 201),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Kenya/ObservationCollection201.csv,JHU cholera database entry with 9 observations. Frequency: Weekly. Updated: 2024-02-09,2012-09-24 to 2012-11-25,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
4,JHU Cholera Database (UID: 200),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Kenya/ObservationCollection200.csv,JHU cholera database entry with 2 observations. Frequency: Weekly. Updated: 2024-02-09,2013-05-14 to 2013-05-27,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
5,JHU Cholera Database (UID: 207),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Kenya/ObservationCollection207.csv,JHU cholera database entry with 21 observations. Frequency: Weekly. Updated: 2024-02-09,2011-10-10 to 2012-03-04,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
6,JHU Cholera Database (UID: 206),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Kenya/ObservationCollection206.csv,JHU cholera database entry with 23 observations. Frequency: Weekly. Updated: 2024-02-09,2011-09-19 to 2012-03-04,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
7,JHU Cholera Database (UID: 205),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Kenya/ObservationCollection205.csv,JHU cholera database entry with 11 observations. Frequency: Weekly. Updated: 2024-02-09,2012-09-10 to 2012-11-25,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
8,JHU Cholera Database (UID: 21378),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Kenya/ObservationCollection21378.csv,JHU cholera database entry with 39 observations. Frequency: Weekly. Updated: 2024-02-09,2022-10-03 to 2023-07-02,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
9,WHO AFRO Surveillance Report (UID: 21377),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Kenya/ObservationCollection21377.csv,JHU cholera database entry with 17 observations. Frequency: Other (98). Updated: 2024-02-09 Source tags: WHOafro,2022-10-08 to 2023-01-14,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
10,WHO AFRO Surveillance Report (UID: 20860),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Kenya/ObservationCollection20860.csv,JHU cholera database entry with 1 observations. Frequency: Other (97). Updated: 2024-02-09 Source tags: WHOafro,2018-01-01 to 2018-04-08,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
11,WHO AFRO Surveillance Report (UID: 20554),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Kenya/ObservationCollection20554.csv,JHU cholera database entry with 2 observations. Frequency: Other (95). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2017-07-07,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
12,WHO AFRO Surveillance Report (UID: 20467),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Kenya/ObservationCollection20467.csv,JHU cholera database entry with 2 observations. Frequency: Other (81). Updated: 2024-02-09 Source tags: WHOafro,2016-10-10 to 2017-03-16,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
13,WHO AFRO Surveillance Report (UID: 20837),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Kenya/ObservationCollection20837.csv,JHU cholera database entry with 1 observations. Frequency: Other (74). Updated: 2024-02-09 Source tags: WHOafro,2018-01-01 to 2018-03-16,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
14,JHU Cholera Database (UID: 10057),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Kenya/ObservationCollection10057.csv,JHU cholera database entry with 25 observations. Frequency: Other (700). Updated: 2024-02-09,1997-01-01 to 2010-12-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
15,WHO AFRO Surveillance Report (UID: 20654),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Kenya/ObservationCollection20654.csv,JHU cholera database entry with 10 observations. Frequency: Other (61). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2017-09-14,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
16,WHO AFRO Surveillance Report (UID: 20817),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Kenya/ObservationCollection20817.csv,JHU cholera database entry with 1 observations. Frequency: Other (56). Updated: 2024-02-09 Source tags: WHOafro,2018-01-01 to 2018-02-26,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
17,WHO AFRO Surveillance Report (UID: 20583),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Kenya/ObservationCollection20583.csv,JHU cholera database entry with 48 observations. Frequency: Other (44). Updated: 2024-02-09 Source tags: WHOafro,2014-12-01 to 2017-07-21,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
