Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database
1,AFR::GHA,2012-04-01,2012-08-31,69,5999,,1.2,2012-08-31,12,JHU Cholera Database (UID: 816),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 5999 cases, 69 deaths",JHU
2,AFR::GHA::GH-AA,2012-04-08,2012-04-14,17,684,,2.5,2012-04-14,12,JHU Cholera Database (UID: 816),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 684 cases, 17 deaths",JHU
3,AFR::GHA::GH-AA,2012-04-01,2012-04-21,20,1270,,1.6,2012-04-21,12,JHU Cholera Database (UID: 816),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1270 cases, 20 deaths",JHU
4,AFR::GHA::GH-EP,2012-04-01,2012-04-21,1,300,300,0.3,2012-04-21,12,JHU Cholera Database (UID: 816),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 300 cases, 1 deaths",JHU
5,AFR::GHA,1999-01-01,2005-12-31,620,26924,,2.3,2005-12-31,17,JHU Cholera Database (UID: 11480),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 26924 cases, 620 deaths",JHU
6,AFR::GHA::GH-AH::Obuasi,2012-12-01,2013-02-28,12,166,,7.2,2013-02-28,13,JHU Cholera Database (UID: 807),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 166 cases, 12 deaths",JHU
7,AFR::GHA::GH-AH::Obuasi,2013-03-01,2013-03-31,3,88,,3.4,2013-03-31,13,JHU Cholera Database (UID: 807),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 88 cases, 3 deaths",JHU
8,AFR::GHA::GH-AH::Obuasi,2013-04-01,2013-04-30,2,32,,6.2,2013-04-30,13,JHU Cholera Database (UID: 807),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 32 cases, 2 deaths",JHU
9,AFR::GHA::GH-AH::Obuasi,2013-05-01,2013-05-31,0,11,,0.0,2013-05-31,13,JHU Cholera Database (UID: 807),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 11 cases, 0 deaths",JHU
10,AFR::GHA::GH-AH::Ejura,2012-12-01,2013-02-28,6,144,,4.2,2013-02-28,13,JHU Cholera Database (UID: 807),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 144 cases, 6 deaths",JHU
11,AFR::GHA::GH-AH::Ejura,2013-03-01,2013-03-31,1,73,,1.4,2013-03-31,13,JHU Cholera Database (UID: 807),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 73 cases, 1 deaths",JHU
12,AFR::GHA::GH-AH::Ejura,2013-04-01,2013-04-30,0,21,,0.0,2013-04-30,13,JHU Cholera Database (UID: 807),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 21 cases, 0 deaths",JHU
13,AFR::GHA::GH-AH::Ejura,2013-05-01,2013-05-31,0,6,,0.0,2013-05-31,13,JHU Cholera Database (UID: 807),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 6 cases, 0 deaths",JHU
14,AFR::GHA::Ashanti::(Ejura-Sekyedumase|Obuasi),2012-12-01,2013-01-21,18,310,,5.8,2013-01-21,13,JHU Cholera Database (UID: 807),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 310 cases, 18 deaths",JHU
15,AFR::GHA::Ashanti::(Ejura-Sekyedumase|Obuasi),2012-12-01,2013-01-21,,200,,,2013-01-21,13,JHU Cholera Database (UID: 807),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 200 cases",JHU
16,AFR::GHA,2006-01-02,2006-12-31,107,3357,,3.2,2006-12-31,14,JHU Cholera Database (UID: 11550),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 3357 cases, 107 deaths",JHU
17,AFR::GHA::GH-AA::Accra,2014-06-01,2014-08-15,,3140,,,2014-08-15,23,JHU Cholera Database (UID: 938),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 3140 cases",JHU
18,AFR::GHA::GH-AA::Accra,2014-07-01,2014-08-19,,2500,,,2014-08-19,23,JHU Cholera Database (UID: 938),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2500 cases",JHU
19,AFR::GHA::Greater Accra::Accra Metropolitan::La General Hospital,2014-07-01,2014-08-18,,790,,,2014-08-18,23,JHU Cholera Database (UID: 938),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 790 cases",JHU
20,AFR::GHA::GH-AA,2013-01-01,2013-12-31,0,0,,,2013-12-31,23,JHU Cholera Database (UID: 938),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
21,AFR::GHA,2011-01-01,2011-12-31,72,,,,2011-12-31,23,JHU Cholera Database (UID: 938),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 72 deaths",JHU
22,AFR::GHA::Eastern::(Akwapim North|Ayensuano|Kwahu West|New Juaben|Nsawam Adoagyiri|Suhum|Upper West Akim),2014-07-22,2014-08-05,,121,,,2014-08-05,19,JHU Cholera Database (UID: 939),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 121 cases",JHU
