Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
1,WHO AFRO Surveillance Report (UID: 20943),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Tanzania/ObservationCollection20943.csv,JHU cholera database entry with 8 observations. Frequency: Other (94). Updated: 2024-02-09 Source tags: WHOafro,2017-07-12 to 2018-07-22,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
2,JHU Cholera Database (UID: 20615),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Tanzania/ObservationCollection20615.csv,JHU cholera database entry with 3 observations. Frequency: Other (93). Updated: 2024-02-09,2009-08-01 to 2010-01-11,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
3,WHO AFRO Surveillance Report (UID: 20883),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Tanzania/ObservationCollection20883.csv,JHU cholera database entry with 38 observations. Frequency: Other (89). Updated: 2024-02-10 Source tags: WHOafro,2017-01-01 to 2017-12-10,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
4,WHO AFRO Surveillance Report (UID: 21025),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Tanzania/ObservationCollection21025.csv,JHU cholera database entry with 9 observations. Frequency: Other (86). Updated: 2024-02-09 Source tags: WHOafro,2018-01-01 to 2018-11-04,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
5,WHO AFRO Surveillance Report (UID: 20935),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Tanzania/ObservationCollection20935.csv,JHU cholera database entry with 7 observations. Frequency: Other (84). Updated: 2024-02-09 Source tags: WHOafro,2017-07-12 to 2018-07-15,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
6,WHO AFRO Surveillance Report (UID: 20775),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Tanzania/ObservationCollection20775.csv,JHU cholera database entry with 10 observations. Frequency: Other (78). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2018-01-07,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
7,WHO AFRO Surveillance Report (UID: 21042),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Tanzania/ObservationCollection21042.csv,JHU cholera database entry with 5 observations. Frequency: Other (78). Updated: 2024-02-09 Source tags: WHOafro,2018-01-01 to 2018-11-25,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
8,WHO AFRO Surveillance Report (UID: 21013),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Tanzania/ObservationCollection21013.csv,JHU cholera database entry with 4 observations. Frequency: Other (77). Updated: 2024-02-09 Source tags: WHOafro,2018-01-01 to 2018-10-21,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
9,WHO AFRO Surveillance Report (UID: 20871),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Tanzania/ObservationCollection20871.csv,JHU cholera database entry with 7 observations. Frequency: Other (76). Updated: 2024-02-10 Source tags: WHOafro,2017-07-12 to 2018-04-22,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
10,WHO AFRO Surveillance Report (UID: 20884),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Tanzania/ObservationCollection20884.csv,JHU cholera database entry with 9 observations. Frequency: Other (74). Updated: 2024-02-09 Source tags: WHOafro,2017-07-12 to 2018-05-06,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
11,WHO AFRO Surveillance Report (UID: 20452),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Tanzania/ObservationCollection20452.csv,JHU cholera database entry with 1 observations. Frequency: Other (713). Updated: 2024-02-09 Source tags: WHOafro,2015-04-04 to 2017-03-17,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
12,WHO AFRO Surveillance Report (UID: 20784),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Tanzania/ObservationCollection20784.csv,JHU cholera database entry with 6 observations. Frequency: Other (71). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2018-01-21,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
13,WHO AFRO Surveillance Report (UID: 20842),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Tanzania/ObservationCollection20842.csv,JHU cholera database entry with 5 observations. Frequency: Other (71). Updated: 2024-02-09 Source tags: WHOafro,2017-07-12 to 2018-03-25,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
14,JHU Cholera Database (UID: 21131),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Tanzania/ObservationCollection21131.csv,JHU cholera database entry with 186 observations. Frequency: Other (7). Updated: 2024-05-15,2014-12-29 to 2018-04-22,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
15,WHO AFRO Surveillance Report (UID: 20913),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Tanzania/ObservationCollection20913.csv,JHU cholera database entry with 17 observations. Frequency: Other (67). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2018-06-24,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
16,JHU Cholera Database (UID: 20392),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Tanzania/ObservationCollection20392.csv,JHU cholera database entry with 1 observations. Frequency: Other (67). Updated: 2024-05-15,2015-07-01 to 2015-09-06,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
17,WHO AFRO Surveillance Report (UID: 21039),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Tanzania/ObservationCollection21039.csv,JHU cholera database entry with 6 observations. Frequency: Other (65). Updated: 2024-02-09 Source tags: WHOafro,2018-01-01 to 2018-11-18,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
18,WHO AFRO Surveillance Report (UID: 20761),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Tanzania/ObservationCollection20761.csv,JHU cholera database entry with 6 observations. Frequency: Other (63). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2017-12-17,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
