Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
1,CDC Emerging Infectious Diseases - Cholera Outbreak Southern Tanzania 2001,https://wwwnc.cdc.gov/eid/article/7/7/01-7741_article,Peer-reviewed study of 1997 cholera epidemic in Ifakara southern Tanzania with historical context including annual case statistics for 1977 and 1992 epidemics,1977-2001,Epidemiological Study,Active,Level 1,Validated,Systematic web search - academic literature,English,Primary,WHO annual statistics cross-validated,Direct search,AI
2,PMC Spatial Distribution Mwanza City Tanzania (PMC10022096),https://pmc.ncbi.nlm.nih.gov/articles/PMC10022096/,Peer-reviewed paper on cholera spatial distribution in Mwanza City with historical data including 2006 outbreak national statistics and 2015-2018 cumulative data,2006-2018,Epidemiological Study,Active,Level 1,Validated,Systematic web search - academic literature,English,Primary,JIEPH article cross-validated,Direct search,AI
3,JIEPH - Mtwara Region Cholera Outbreak Response 2024,https://afenet-journal.org/responding-to-cholera-outbreak-in-the-mtwara-region-tanzania-lessons-learned-effective-strategies-and-scalable-recommendations-for-broader-impact/,Peer-reviewed outbreak investigation report for Mtwara 2024 cholera outbreak with case-control study findings and historical Tanzania cholera context,2024,Outbreak Investigation,Active,Level 1,Validated,Systematic web search - academic literature,English,Primary,IFRC and WHO data cross-validated,Direct search,AI
4,WHO AFRO - Cholera Outbreak Response United Republic of Tanzania,https://www.afro.who.int/news/cholera-outbreak-response-united-republic-tanzania,WHO AFRO official news article about cholera outbreak response in Tanzania documenting 2015 outbreak with 4408 cases as of May 26 2015 in Kigoma region,2015,Outbreak Alert,Active,Level 1,Validated,Systematic web search - WHO sources,English,Primary,MMWR and ReliefWeb cross-validated,Direct search,AI
5,WHO UNICEF ESA Regional Cholera Bulletin April 2019,https://reliefweb.int/report/mozambique/bulletin-cholera-and-awd-outbreaks-eastern-and-southern-africa-regional-update,WHO/UNICEF Eastern and Southern Africa regional cholera bulletin documenting Tanzania 2019 outbreak status as of April 1 2019 with district-level Tanga data,2019,Surveillance Bulletin,Active,Level 1,Validated,Systematic web search - WHO and ReliefWeb sources,English,Secondary,ECDC surveillance cross-validated,Direct search,AI
6,IFRC DREF MDRTZ031 Emergency Plan - Tanzania Cholera 2022,https://reliefweb.int/report/united-republic-tanzania/tanzania-cholera-outbreak-emergency-plan-action-epoa-dref-ndeg-mdrtz031,IFRC Emergency Plan of Action documenting 2022 Tanzania cholera outbreak in Kigoma and Katavi regions with progression data including 211 cases and 6 deaths in Tanganyika district,2022,Emergency Response Report,Active,Level 2,Validated,Systematic web search - IFRC/ReliefWeb sources,English,Secondary,WHO AFRO and MoH Tanzania cross-validated,Direct search,AI
7,Tanzania Ministry of Health 2022 Edition Report,https://www.moh.go.tz/storage/app/uploads/public/677/be0/2c8/677be02c88d8a451323386.pdf,Official Tanzania Ministry of Health 2022 report documenting cholera surveillance data including Nov 2021 to June 2022 outbreak with 519 cases and 11 deaths,2021-2022,Official Government Report,Active,Level 1,Validated,Systematic web search - Ministry of Health sources,English,Primary,IFRC and WHO data cross-validated,Direct search,AI
8,WHO Multi-Country Cholera Outbreak Sitrep 17 August 2024,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20240815_multi-country_outbreak-of-cholera_sitrep_17.pdf,WHO official situation report documenting Tanzania 2024 outbreak with 3920 cases and 66 deaths from 21 regions as of August 5 2024,2024,WHO Situation Report,Active,Level 1,Validated,Systematic web search - WHO sources,English,Primary,IFRC and UNICEF reports cross-validated,Direct search,AI
9,ECDC Communicable Disease Threats Report Week 12 2025,https://www.ecdc.europa.eu/sites/default/files/documents/Communicable-disease-threats-report-week-12-2025.pdf,ECDC surveillance report confirming Tanzania 2025 cholera data with 2085 cases and 16 deaths as of March 17 2025,2025,Surveillance Report,Active,Level 1,Validated,Systematic web search - ECDC surveillance,English,Secondary,WHO AFRO monthly bulletin cross-validated,Direct search,AI
10,PMC - Towards Cholera Elimination in Zanzibar (PMC10395108),https://pmc.ncbi.nlm.nih.gov/articles/PMC10395108/,Peer-reviewed study documenting Zanzibar cholera elimination success showing zero cases since 2017 with historical data for 1978-2016 period including final 2015-2016 outbreak,2017-2023,Academic Study,Active,Level 1,Validated,Systematic web search - academic literature,English,Primary,WHO AFRO and Gavi sources cross-validated,Direct search,AI
11,Oxford Academic JID - Epidemiology of Cholera in Zanzibar (PMC6188561),https://academic.oup.com/jid/article/218/suppl_3/S173/5102381,Peer-reviewed epidemiological study of cholera in Zanzibar providing data from 1997-2017 including annual outbreak patterns and absence periods,1997-2017,Epidemiological Study,Active,Level 1,Validated,Systematic web search - academic literature,English,Primary,WHO data and government sources cross-validated,Direct search,AI
