Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database
1,AFR::ETH,2017-01-01,2017-10-24,877,47711,,1.8,2017-10-24,35,WHO AFRO Surveillance Report (UID: 20703),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 47711 cases, 877 deaths",JHU
2,AFR::ETH,2017-10-16,2017-10-22,,342,,,2017-10-22,35,WHO AFRO Surveillance Report (UID: 20703),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 342 cases",JHU
3,AFR::ETH::(ET-AF|ET-DD|ET-OR|ET-SO|ET-TI),2018-01-01,2018-11-05,,3091,,,2018-11-05,34,WHO AFRO Surveillance Report (UID: 21031),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 3091 cases",JHU
4,AFR::ETH::ET-TI,2018-10-22,2018-11-04,,7,,,2018-11-04,34,WHO AFRO Surveillance Report (UID: 21031),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 7 cases",JHU
5,AFR::ETH::(ET-AF|ET-AM|ET-SO),2017-04-10,2017-04-16,,2388,,,2017-04-16,13,WHO AFRO Surveillance Report (UID: 20476),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2388 cases",JHU
6,AFR::ETH::(ET-AF|ET-AM|ET-OR|ET-SN|ET-SO|ET-TI),2017-01-01,2017-04-16,731,26966,,2.7,2017-04-16,13,WHO AFRO Surveillance Report (UID: 20476),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 26966 cases, 731 deaths",JHU
7,AFR::ETH,2017-04-03,2017-04-09,,4200,,,2017-04-09,13,WHO AFRO Surveillance Report (UID: 20476),0.68,"Converted from JHU database. Primary: True, Phantom: True - JHU reported 4200 cases",JHU
8,AFR::ETH,2017-03-27,2017-04-02,,4104,,,2017-04-02,13,WHO AFRO Surveillance Report (UID: 20476),0.68,"Converted from JHU database. Primary: True, Phantom: True - JHU reported 4104 cases",JHU
9,AFR::ETH,2017-03-20,2017-03-26,,4358,,,2017-03-26,13,WHO AFRO Surveillance Report (UID: 20476),0.68,"Converted from JHU database. Primary: True, Phantom: True - JHU reported 4358 cases",JHU
10,AFR::ETH::ET-SO,2017-04-10,2017-04-16,,2364,,,2017-04-16,13,WHO AFRO Surveillance Report (UID: 20476),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2364 cases",JHU
