Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database
1,AFR::TGO,1970-01-01,1970-12-31,3.0,75.0,,4.0,1970-12-31,6,WHO Annual Cholera Report (UID: 340),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 75 cases, 3 deaths",JHU
2,AFR::TGO,1971-01-01,1971-12-31,26.0,335.0,,7.8,1971-12-31,6,WHO Annual Cholera Report (UID: 340),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 335 cases, 26 deaths",JHU
3,AFR::TGO,1972-01-01,1972-12-31,0.0,16.0,,0.0,1972-12-31,6,WHO Annual Cholera Report (UID: 340),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 16 cases, 0 deaths",JHU
4,AFR::TGO,1974-01-01,1974-12-31,8.0,58.0,,13.8,1974-12-31,6,WHO Annual Cholera Report (UID: 340),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 58 cases, 8 deaths",JHU
5,AFR::TGO,1977-01-01,1977-12-31,12.0,132.0,,9.1,1977-12-31,6,WHO Annual Cholera Report (UID: 340),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 132 cases, 12 deaths",JHU
6,AFR::TGO,1978-01-01,1978-12-31,6.0,6.0,,100.0,1978-12-31,6,WHO Annual Cholera Report (UID: 340),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 6 cases, 6 deaths",JHU
7,AFR::TGO,1988-01-01,1988-12-31,0.0,1.0,,0.0,1988-12-31,6,WHO Annual Cholera Report (UID: 340),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases, 0 deaths",JHU
8,AFR::TGO,1991-01-01,1991-12-31,81.0,2396.0,,3.4,1991-12-31,6,WHO Annual Cholera Report (UID: 340),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2396 cases, 81 deaths",JHU
9,AFR::TGO,1992-01-01,1992-12-31,53.0,753.0,,7.0,1992-12-31,6,WHO Annual Cholera Report (UID: 340),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 753 cases, 53 deaths",JHU
10,AFR::TGO,1993-01-01,1993-12-31,2.0,19.0,,10.5,1993-12-31,6,WHO Annual Cholera Report (UID: 340),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 19 cases, 2 deaths",JHU
11,AFR::TGO,1994-01-01,1994-12-31,5.0,47.0,,10.6,1994-12-31,6,WHO Annual Cholera Report (UID: 340),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 47 cases, 5 deaths",JHU
12,AFR::TGO,1995-01-01,1995-12-31,4.0,65.0,,6.2,1995-12-31,6,WHO Annual Cholera Report (UID: 340),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 65 cases, 4 deaths",JHU
13,AFR::TGO,1996-01-01,1996-12-31,17.0,146.0,,11.6,1996-12-31,6,WHO Annual Cholera Report (UID: 340),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 146 cases, 17 deaths",JHU
14,AFR::TGO,1997-01-01,1997-12-31,7.0,42.0,,16.7,1997-12-31,6,WHO Annual Cholera Report (UID: 340),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 42 cases, 7 deaths",JHU
15,AFR::TGO,1998-01-01,1998-12-31,221.0,3217.0,,6.9,1998-12-31,6,WHO Annual Cholera Report (UID: 340),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 3217 cases, 221 deaths",JHU
16,AFR::TGO,1999-01-01,1999-12-31,31.0,667.0,,4.6,1999-12-31,6,WHO Annual Cholera Report (UID: 340),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 667 cases, 31 deaths",JHU
17,AFR::TGO,2000-01-01,2000-12-31,23.0,338.0,,6.8,2000-12-31,6,WHO Annual Cholera Report (UID: 340),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 338 cases, 23 deaths",JHU
18,AFR::TGO,2001-01-01,2001-12-31,130.0,2551.0,,5.1,2001-12-31,6,WHO Annual Cholera Report (UID: 340),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2551 cases, 130 deaths",JHU
19,AFR::TGO,2002-01-01,2002-12-31,14.0,257.0,,5.4,2002-12-31,6,WHO Annual Cholera Report (UID: 340),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 257 cases, 14 deaths",JHU
20,AFR::TGO,2003-01-01,2003-12-31,28.0,384.0,,7.3,2003-12-31,6,WHO Annual Cholera Report (UID: 340),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 384 cases, 28 deaths",JHU
21,AFR::TGO,2004-01-01,2004-12-31,33.0,1080.0,,3.1,2004-12-31,6,WHO Annual Cholera Report (UID: 340),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1080 cases, 33 deaths",JHU
22,AFR::TGO,2005-01-01,2005-12-31,15.0,1320.0,,1.1,2005-12-31,6,WHO Annual Cholera Report (UID: 340),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1320 cases, 15 deaths",JHU
23,AFR::TGO,2006-01-01,2006-12-31,25.0,1159.0,,2.2,2006-12-31,6,WHO Annual Cholera Report (UID: 340),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1159 cases, 25 deaths",JHU
24,AFR::TGO,2007-01-01,2007-12-31,1.0,65.0,,1.5,2007-12-31,6,WHO Annual Cholera Report (UID: 340),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 65 cases, 1 deaths",JHU
25,AFR::TGO,2008-01-01,2008-12-31,3.0,397.0,,0.8,2008-12-31,6,WHO Annual Cholera Report (UID: 340),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 397 cases, 3 deaths",JHU
